"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
"1",0.959113184716476,0.97614140176491,0.978071841306456,0.986788418669606,0.98725511661333,0.915932158387108,0.982020600909558,1.1138762369662,0.92093793112157,0.992070162977521,1.06182766532304,1.01459866873684,1.03133704242096,0.95376010918622,0.915113421751355,1.04434105028622,0.865561565265234,1.02404723388611,0.903039624331974,0.84970702586761
"2",1.04451174470966,0.926532087246247,0.959718165422052,0.92821596507036,0.982267352505486,0.998604627235215,0.960525018246597,0.924487443438374,0.904118000018702,0.997737026574396,1.01415318852667,0.875041853266238,0.982246451248661,0.977150388573162,0.839788041818613,0.94759719472157,0.960593875255358,0.962779283881392,0.869669901792048,0.921001352413393
"3",0.957050539176711,0.912430835843766,0.892547061467767,0.961833578114234,0.870273761598763,0.799269631948191,0.845819800835078,0.932273553849592,0.925092229064291,0.965674849415034,0.866677098268761,0.877356241839062,0.902851697023096,0.942283548664558,0.772939723365608,0.83312852116977,0.905586224173349,0.914988676727941,0.785210364160757,0.824150037897863
"4",0.938389205892203,0.848594035277012,0.812232252740678,0.872034932851918,0.896218817782401,0.943973052397097,0.939346254820193,0.984523041495059,0.863332872761722,0.819658056388452,0.918756223849038,0.863437985120867,0.882032322925673,0.961952715529614,0.757802130354525,0.879797999801198,0.854458671743,0.925084470837371,0.74534446626902,0.908724095353803
"5",0.81137006459209,0.798022495285557,0.752698148095645,0.821854075648329,0.709086692713999,0.802160703083234,0.788123469946581,0.749646807568711,0.721199051210831,0.926348622721066,0.777926179142047,0.697164624736707,0.917129090480677,0.86458251461219,0.768686693073669,0.814637092494587,0.871627014871382,0.814011432792737,0.830413186045338,0.745488463384018
"6",0.823216890925254,0.937334845119808,0.75387859410629,0.848707765558203,0.939606357395046,0.775277745049016,0.699750367066813,0.807134803203116,0.813590390031387,0.817813751122475,0.78262230308267,0.855024118412308,0.87512324466857,0.965806407466963,0.709148198773653,0.772188651736563,0.856843603862142,0.957629723875548,0.776342452943454,0.900277818477578
"7",0.722204093516142,0.633079934389101,0.828619226813341,0.613714809673186,0.683111530450972,0.858736911061328,0.717763092005219,0.751634879909431,0.746517986049788,0.840114389485871,0.770333769853642,0.687436608408159,0.852170502515785,0.794720179014658,0.758736306069366,0.769954103862751,0.692162887003059,0.66415463950823,0.771596663011301,0.754169366404259
"8",0.787275055097226,0.823690442112044,0.750536505549464,0.818597955357824,0.928614876142759,0.721444808819872,0.687803802755898,0.608024972014328,0.813578710298622,0.802711214483451,0.799224242147415,0.759630121275454,0.785905768188806,0.829190637315581,0.721305382710955,0.67343187950879,0.855519495965269,0.808688350030986,0.683350896502519,0.816350560636026
"9",0.65875464937764,0.691057611961549,0.775545793143343,0.519309635918264,0.589229365096338,0.899099405926696,0.775318176105711,0.623872890347216,0.643679050124913,0.85433876929311,0.673659048991658,0.658958711293427,0.781432745740634,0.738416094219024,0.795116381283772,0.679215635075586,0.613035926426458,0.683757762486012,0.731444158683547,0.73237490614564
"10",0.697131257780662,0.798212264332782,0.722821043691041,0.770340919686103,0.729389228135977,0.720091362983387,0.631322132308701,0.587826029626439,0.647825760775154,0.817806233745053,0.799851387928355,0.796180401029967,0.76033295120145,0.763004100233006,0.685995675175866,0.609176233324744,0.770333407978368,0.833463954644066,0.594147805864772,0.685348416286242
