"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
"1",1.00468463279758,0.978533286282767,1.00692998331068,1.05403564228399,1.02887953682384,0.951361079264581,1.06622756758267,0.926640170800894,0.981301021840545,1.08691082165651,0.94025680199758,1.03151250767822,0.977763650376227,0.991726293649329,1.03659591937787,1.03382869486304,1.02866762509826,0.976299746039409,0.986158957180631,1.01385579433378
"2",0.945085639260382,0.939240759882573,1.06170296485733,0.980728866852567,0.975675388882922,1.03544579106361,0.982718575196251,1.03193431864633,1.03057220946662,1.04590968180337,0.92350752837969,1.04626072295735,1.10431137449546,0.97058696002929,0.956894619440871,1.03381548117638,0.996467011489429,1.07906215648782,1.1334546416365,1.03389488565506
"3",0.840832734301402,0.818844685662815,0.915083890399288,0.964482064526803,0.902124601860499,0.963415626047486,0.908857466689317,1.08117268687519,1.0425272485257,0.97145558342897,0.964394941913624,0.975243713926116,1.10055148469745,0.976851382165533,0.867341737695331,1.00722277923071,1.07172360905171,1.06464094995685,1.04638353842994,1.02617712732183
"4",0.84075905512284,0.938407341941615,0.889467447130819,0.947660430306088,0.903429701780463,0.972074997158435,0.919316044200656,1.02194739143083,0.985481446796104,0.943089300929871,0.94038293707694,0.939009522354944,1.14800718493091,0.997824464393335,0.894801095551207,0.871881703031912,0.950855793816982,0.965102726315108,0.90229422986182,0.985297109967254
"5",0.86450235539303,0.869836684135931,0.848926277776026,0.913320716681822,0.887794968900681,0.925631317427971,0.837366115365472,0.975247939827562,0.880709353451411,0.850180140983444,0.917706939749149,0.895183746431901,1.12030912476237,0.901832984893861,0.825664833641505,0.818332386022462,0.88997827601778,0.959789174843713,0.865954093122597,1.0281947230758
"6",0.88661785424076,0.910397183388728,0.859803173274641,0.891601888317575,0.889045235327319,0.951799855298663,0.855160101842197,0.964158543135892,0.952755865761577,0.815790950212295,0.956806282967502,0.870853728409627,1.09764888063326,0.931271150889006,0.720408410409606,0.816545557870039,0.869054274207978,1.04606802219733,0.942631740074042,0.857252135735374
"7",0.95982460740627,0.89234065967764,0.890001398405328,0.867192316500452,0.786603455548367,0.942357173355178,0.868970680900509,0.905557664911967,0.972310635916367,0.896194828777392,0.954641321989772,0.768367288934625,1.03769331863149,0.93543181472615,0.656221302351957,0.763107801793875,0.837876853571619,0.900237372716906,0.770059792535927,0.6568380144924
"8",0.93286135908554,0.862738411061087,0.869211986528986,0.783485229874622,0.797470815788716,0.895136757677799,0.850631599352404,0.815813763563476,0.829070968769891,0.867245159003688,0.797500772660035,0.764500079146939,0.857340566598668,0.809174604150429,0.656029665825537,0.729228372488826,0.784363530426384,0.876103904662025,0.669512986136865,0.637881701889747
"9",0.831206467449734,0.756929345787446,0.794092413701655,0.819301336955229,0.700541645776408,0.853944241451593,0.892985539254794,0.787530153514726,0.840053389787406,0.828677252745386,0.768119031878979,0.7870704324458,0.553768884104856,0.792420867021795,0.787354373905177,0.865893175464657,0.729878832888552,0.799494368597034,0.711326984261896,0.650912555029975
"10",0.767225595510555,0.789533014898937,0.772286773405427,0.834404121040442,0.798275524130719,0.774932642100707,0.852784433647996,0.767935622315244,0.862581823091344,0.728850522814807,0.848528710090391,0.776439158540353,0.374102237767601,0.760166769798579,0.721644763601142,0.732523766580345,0.749933656372918,0.757201527798862,0.733425310267496,0.69339680056693
