"","Mean","SD","Selection","Shorten","SelectSP","TestSP","Year","Cycles","nDH","Ne","varE"
"1",0.695437417824579,0.0129682956522401,"./pheno_1000_1yr_nDH96_varE1.22_Ne60_Sd_g.csv","pheno_1000_1yr_nDH96_varE1.22_Ne60_Sd_g","pheno",1000,"1yr",1,"nDH96","Ne60","varE1.22"
"2",0.693547987048014,0.0213002052735858,"./pheno_1000_1yr_nDH96_varE1.22_Ne60_Sd_g.csv","pheno_1000_1yr_nDH96_varE1.22_Ne60_Sd_g","pheno",1000,"1yr",2,"nDH96","Ne60","varE1.22"
"3",0.574068449623865,0.0753038817495086,"./pheno_1000_1yr_nDH96_varE1.22_Ne60_Sd_g.csv","pheno_1000_1yr_nDH96_varE1.22_Ne60_Sd_g","pheno",1000,"1yr",3,"nDH96","Ne60","varE1.22"
"4",0.518814375517949,0.0254034200983204,"./pheno_1000_1yr_nDH96_varE1.22_Ne60_Sd_g.csv","pheno_1000_1yr_nDH96_varE1.22_Ne60_Sd_g","pheno",1000,"1yr",4,"nDH96","Ne60","varE1.22"
"5",0.499151833365513,0.0290981089043513,"./pheno_1000_1yr_nDH96_varE1.22_Ne60_Sd_g.csv","pheno_1000_1yr_nDH96_varE1.22_Ne60_Sd_g","pheno",1000,"1yr",5,"nDH96","Ne60","varE1.22"
"6",0.463652453584929,0.0587904804924305,"./pheno_1000_1yr_nDH96_varE1.22_Ne60_Sd_g.csv","pheno_1000_1yr_nDH96_varE1.22_Ne60_Sd_g","pheno",1000,"1yr",6,"nDH96","Ne60","varE1.22"
"7",0.460394592647965,0.0481178873631036,"./pheno_1000_1yr_nDH96_varE1.22_Ne60_Sd_g.csv","pheno_1000_1yr_nDH96_varE1.22_Ne60_Sd_g","pheno",1000,"1yr",7,"nDH96","Ne60","varE1.22"
"8",0.708910116778097,0.0152434658131861,"./pheno_1000_2yr_nDH96_varE1.22_Ne60_Sd_g.csv","pheno_1000_2yr_nDH96_varE1.22_Ne60_Sd_g","pheno",1000,"2yr",1,"nDH96","Ne60","varE1.22"
"9",0.704742177414811,0.0167547634856259,"./pheno_1000_2yr_nDH96_varE1.22_Ne60_Sd_g.csv","pheno_1000_2yr_nDH96_varE1.22_Ne60_Sd_g","pheno",1000,"2yr",2,"nDH96","Ne60","varE1.22"
"10",0.573126204727097,0.0391310764042773,"./pheno_1000_2yr_nDH96_varE1.22_Ne60_Sd_g.csv","pheno_1000_2yr_nDH96_varE1.22_Ne60_Sd_g","pheno",1000,"2yr",3,"nDH96","Ne60","varE1.22"
"11",0.550815411986848,0.0368677193006496,"./pheno_1000_2yr_nDH96_varE1.22_Ne60_Sd_g.csv","pheno_1000_2yr_nDH96_varE1.22_Ne60_Sd_g","pheno",1000,"2yr",4,"nDH96","Ne60","varE1.22"
"12",0.506682557624514,0.0334077302399414,"./pheno_1000_2yr_nDH96_varE1.22_Ne60_Sd_g.csv","pheno_1000_2yr_nDH96_varE1.22_Ne60_Sd_g","pheno",1000,"2yr",5,"nDH96","Ne60","varE1.22"
"13",0.496414861329334,0.0296555599352194,"./pheno_1000_2yr_nDH96_varE1.22_Ne60_Sd_g.csv","pheno_1000_2yr_nDH96_varE1.22_Ne60_Sd_g","pheno",1000,"2yr",6,"nDH96","Ne60","varE1.22"
"14",0.468898835788222,0.0388377270451155,"./pheno_1000_2yr_nDH96_varE1.22_Ne60_Sd_g.csv","pheno_1000_2yr_nDH96_varE1.22_Ne60_Sd_g","pheno",1000,"2yr",7,"nDH96","Ne60","varE1.22"
"15",0.705369767512378,0.0298621030514732,"./pheno_400_1yr_nDH96_varE1.22_Ne60_Sd_g.csv","pheno_400_1yr_nDH96_varE1.22_Ne60_Sd_g","pheno",400,"1yr",1,"nDH96","Ne60","varE1.22"
"16",0.707334907039195,0.0286254642398419,"./pheno_400_1yr_nDH96_varE1.22_Ne60_Sd_g.csv","pheno_400_1yr_nDH96_varE1.22_Ne60_Sd_g","pheno",400,"1yr",2,"nDH96","Ne60","varE1.22"
