"","Mean","SD","Selection","Shorten","SelectSP","TestSP","Year","Cycles","nDH","Ne","varE"
"1",-0.0092043479134869,0.038963613244386,"./pheno_1000_1yr_nDH96_varE1.22_Ne60_Mean_g.csv","pheno_1000_1yr_nDH96_varE1.22_Ne60_Mean_g","pheno",1000,"1yr",1,"nDH96","Ne60","varE1.22"
"2",-0.0141428864819335,0.0478573844832405,"./pheno_1000_1yr_nDH96_varE1.22_Ne60_Mean_g.csv","pheno_1000_1yr_nDH96_varE1.22_Ne60_Mean_g","pheno",1000,"1yr",2,"nDH96","Ne60","varE1.22"
"3",1.67637243086926,0.300265168812058,"./pheno_1000_1yr_nDH96_varE1.22_Ne60_Mean_g.csv","pheno_1000_1yr_nDH96_varE1.22_Ne60_Mean_g","pheno",1000,"1yr",3,"nDH96","Ne60","varE1.22"
"4",3.10112390461867,0.567391581230741,"./pheno_1000_1yr_nDH96_varE1.22_Ne60_Mean_g.csv","pheno_1000_1yr_nDH96_varE1.22_Ne60_Mean_g","pheno",1000,"1yr",4,"nDH96","Ne60","varE1.22"
"5",4.30937410950109,0.593993377383305,"./pheno_1000_1yr_nDH96_varE1.22_Ne60_Mean_g.csv","pheno_1000_1yr_nDH96_varE1.22_Ne60_Mean_g","pheno",1000,"1yr",5,"nDH96","Ne60","varE1.22"
"6",5.47855936188845,0.435212465348904,"./pheno_1000_1yr_nDH96_varE1.22_Ne60_Mean_g.csv","pheno_1000_1yr_nDH96_varE1.22_Ne60_Mean_g","pheno",1000,"1yr",6,"nDH96","Ne60","varE1.22"
"7",6.59902869867395,0.299129208660415,"./pheno_1000_1yr_nDH96_varE1.22_Ne60_Mean_g.csv","pheno_1000_1yr_nDH96_varE1.22_Ne60_Mean_g","pheno",1000,"1yr",7,"nDH96","Ne60","varE1.22"
"8",-0.00167902704998841,0.0228166541492085,"./pheno_1000_2yr_nDH96_varE1.22_Ne60_Mean_g.csv","pheno_1000_2yr_nDH96_varE1.22_Ne60_Mean_g","pheno",1000,"2yr",1,"nDH96","Ne60","varE1.22"
"9",0.00180629227833649,0.0217789845091603,"./pheno_1000_2yr_nDH96_varE1.22_Ne60_Mean_g.csv","pheno_1000_2yr_nDH96_varE1.22_Ne60_Mean_g","pheno",1000,"2yr",2,"nDH96","Ne60","varE1.22"
"10",1.63745830590911,0.122941081846259,"./pheno_1000_2yr_nDH96_varE1.22_Ne60_Mean_g.csv","pheno_1000_2yr_nDH96_varE1.22_Ne60_Mean_g","pheno",1000,"2yr",3,"nDH96","Ne60","varE1.22"
