"","Mean","SD","Selection","Shorten","SelectSP","TestSP","Year","Cycles","nDH","Ne","varE"
"1",-0.000200013774806751,0.0220458320133863,"./pheno_1000_1yr_nDH25_varE1.22_Ne60_Mean_g.csv","pheno_1000_1yr_nDH25_varE1.22_Ne60_Mean_g","pheno",1000,"1yr",1,"nDH25","Ne60","varE1.22"
"2",-0.00114574824959118,0.022644559587232,"./pheno_1000_1yr_nDH25_varE1.22_Ne60_Mean_g.csv","pheno_1000_1yr_nDH25_varE1.22_Ne60_Mean_g","pheno",1000,"1yr",2,"nDH25","Ne60","varE1.22"
"3",1.19259971548491,0.0954829657378504,"./pheno_1000_1yr_nDH25_varE1.22_Ne60_Mean_g.csv","pheno_1000_1yr_nDH25_varE1.22_Ne60_Mean_g","pheno",1000,"1yr",3,"nDH25","Ne60","varE1.22"
"4",2.21501849503395,0.163467918670318,"./pheno_1000_1yr_nDH25_varE1.22_Ne60_Mean_g.csv","pheno_1000_1yr_nDH25_varE1.22_Ne60_Mean_g","pheno",1000,"1yr",4,"nDH25","Ne60","varE1.22"
"5",3.19560895065928,0.227398553920114,"./pheno_1000_1yr_nDH25_varE1.22_Ne60_Mean_g.csv","pheno_1000_1yr_nDH25_varE1.22_Ne60_Mean_g","pheno",1000,"1yr",5,"nDH25","Ne60","varE1.22"
"6",4.1291303104508,0.278579459794355,"./pheno_1000_1yr_nDH25_varE1.22_Ne60_Mean_g.csv","pheno_1000_1yr_nDH25_varE1.22_Ne60_Mean_g","pheno",1000,"1yr",6,"nDH25","Ne60","varE1.22"
"7",5.03544948228752,0.317452951943751,"./pheno_1000_1yr_nDH25_varE1.22_Ne60_Mean_g.csv","pheno_1000_1yr_nDH25_varE1.22_Ne60_Mean_g","pheno",1000,"1yr",7,"nDH25","Ne60","varE1.22"
"8",0.009663359751698,0.0372684101544072,"./pheno_1000_2yr_nDH25_varE1.22_Ne60_Mean_g.csv","pheno_1000_2yr_nDH25_varE1.22_Ne60_Mean_g","pheno",1000,"2yr",1,"nDH25","Ne60","varE1.22"
"9",-0.00106632096761435,0.00905696152425702,"./pheno_1000_2yr_nDH25_varE1.22_Ne60_Mean_g.csv","pheno_1000_2yr_nDH25_varE1.22_Ne60_Mean_g","pheno",1000,"2yr",2,"nDH25","Ne60","varE1.22"
"10",1.2207620293153,0.129108296464711,"./pheno_1000_2yr_nDH25_varE1.22_Ne60_Mean_g.csv","pheno_1000_2yr_nDH25_varE1.22_Ne60_Mean_g","pheno",1000,"2yr",3,"nDH25","Ne60","varE1.22"
