"","Mean","StdErr","Selection","Shorten","SelectSP","TestSP","Year","Cycles","nGP","Ne","varE"
"19",0.521711175019285,0.0116538815570531,"./pheno_400_1yr_nDH24_varE1_Ne60_GPcor_Reps.csv","pheno_400_1yr_nDH24_varE1_Ne60_GPcor_Reps","pheno",400,"1yr",3,"nDH24","Ne=60","heritability: 0.5"
"20",0.527201069008419,0.0164526535984776,"./pheno_400_1yr_nDH24_varE1_Ne60_GPcor_Reps.csv","pheno_400_1yr_nDH24_varE1_Ne60_GPcor_Reps","pheno",400,"1yr",4,"nDH24","Ne=60","heritability: 0.5"
"21",0.499230841037859,0.00974819923486053,"./pheno_400_1yr_nDH24_varE1_Ne60_GPcor_Reps.csv","pheno_400_1yr_nDH24_varE1_Ne60_GPcor_Reps","pheno",400,"1yr",5,"nDH24","Ne=60","heritability: 0.5"
"22",0.550036529190707,0.0132265764009525,"./pheno_400_1yr_nDH24_varE1_Ne60_GPcor_Reps.csv","pheno_400_1yr_nDH24_varE1_Ne60_GPcor_Reps","pheno",400,"1yr",6,"nDH24","Ne=60","heritability: 0.5"
"23",0.555171262722564,0.0128857889253298,"./pheno_400_1yr_nDH24_varE1_Ne60_GPcor_Reps.csv","pheno_400_1yr_nDH24_varE1_Ne60_GPcor_Reps","pheno",400,"1yr",7,"nDH24","Ne=60","heritability: 0.5"
"24",0.575005317662171,0.00720581734539355,"./pheno_400_1yr_nDH24_varE1_Ne60_GPcor_Reps.csv","pheno_400_1yr_nDH24_varE1_Ne60_GPcor_Reps","pheno",400,"1yr",8,"nDH24","Ne=60","heritability: 0.5"
"26",0.472451558268993,0.0134158040234766,"./pheno_400_2yr_nDH24_varE1_Ne60_GPcor_Reps.csv","pheno_400_2yr_nDH24_varE1_Ne60_GPcor_Reps","pheno",400,"2yr",2,"nDH24","Ne=60","heritability: 0.5"
"28",0.533202202655985,0.018354314137538,"./pheno_400_2yr_nDH24_varE1_Ne60_GPcor_Reps.csv","pheno_400_2yr_nDH24_varE1_Ne60_GPcor_Reps","pheno",400,"2yr",4,"nDH24","Ne=60","heritability: 0.5"
"30",0.544517818751604,0.0144757106362973,"./pheno_400_2yr_nDH24_varE1_Ne60_GPcor_Reps.csv","pheno_400_2yr_nDH24_varE1_Ne60_GPcor_Reps","pheno",400,"2yr",6,"nDH24","Ne=60","heritability: 0.5"
"32",0.525171791369688,0.010677034471104,"./pheno_400_2yr_nDH24_varE1_Ne60_GPcor_Reps.csv","pheno_400_2yr_nDH24_varE1_Ne60_GPcor_Reps","pheno",400,"2yr",8,"nDH24","Ne=60","heritability: 0.5"
"34",0.625063180847104,0.00661201107839221,"./rand_1000_1yr_nDH24_varE1_Ne60_GPcor_Reps.csv","rand_1000_1yr_nDH24_varE1_Ne60_GPcor_Reps","rand",1000,"1yr",2,"nDH24","Ne=60","heritability: 0.5"
"35",0.626955828558455,0.00631670306713545,"./rand_1000_1yr_nDH24_varE1_Ne60_GPcor_Reps.csv","rand_1000_1yr_nDH24_varE1_Ne60_GPcor_Reps","rand",1000,"1yr",3,"nDH24","Ne=60","heritability: 0.5"
"36",0.639250721982357,0.00699905424667808,"./rand_1000_1yr_nDH24_varE1_Ne60_GPcor_Reps.csv","rand_1000_1yr_nDH24_varE1_Ne60_GPcor_Reps","rand",1000,"1yr",4,"nDH24","Ne=60","heritability: 0.5"
"37",0.658195607254311,0.00696163013287742,"./rand_1000_1yr_nDH24_varE1_Ne60_GPcor_Reps.csv","rand_1000_1yr_nDH24_varE1_Ne60_GPcor_Reps","rand",1000,"1yr",5,"nDH24","Ne=60","heritability: 0.5"
"38",0.656010167780435,0.00876051847718201,"./rand_1000_1yr_nDH24_varE1_Ne60_GPcor_Reps.csv","rand_1000_1yr_nDH24_varE1_Ne60_GPcor_Reps","rand",1000,"1yr",6,"nDH24","Ne=60","heritability: 0.5"
"39",0.665668521793952,0.0061549901534611,"./rand_1000_1yr_nDH24_varE1_Ne60_GPcor_Reps.csv","rand_1000_1yr_nDH24_varE1_Ne60_GPcor_Reps","rand",1000,"1yr",7,"nDH24","Ne=60","heritability: 0.5"
"40",0.662137715883872,0.00525899249185368,"./rand_1000_1yr_nDH24_varE1_Ne60_GPcor_Reps.csv","rand_1000_1yr_nDH24_varE1_Ne60_GPcor_Reps","rand",1000,"1yr",8,"nDH24","Ne=60","heritability: 0.5"
"42",0.684467222110568,0.00524964170416862,"./rand_1000_2yr_nDH24_varE1_Ne60_GPcor_Reps.csv","rand_1000_2yr_nDH24_varE1_Ne60_GPcor_Reps","rand",1000,"2yr",2,"nDH24","Ne=60","heritability: 0.5"
"44",0.665053404039172,0.00544681775423927,"./rand_1000_2yr_nDH24_varE1_Ne60_GPcor_Reps.csv","rand_1000_2yr_nDH24_varE1_Ne60_GPcor_Reps","rand",1000,"2yr",4,"nDH24","Ne=60","heritability: 0.5"
"46",0.668058426531033,0.00765287206500167,"./rand_1000_2yr_nDH24_varE1_Ne60_GPcor_Reps.csv","rand_1000_2yr_nDH24_varE1_Ne60_GPcor_Reps","rand",1000,"2yr",6,"nDH24","Ne=60","heritability: 0.5"
"48",0.669803887157778,0.00595897471406759,"./rand_1000_2yr_nDH24_varE1_Ne60_GPcor_Reps.csv","rand_1000_2yr_nDH24_varE1_Ne60_GPcor_Reps","rand",1000,"2yr",8,"nDH24","Ne=60","heritability: 0.5"
"50",0.581263049200294,0.0158643123986284,"./rand_400_1yr_nDH24_varE1_Ne60_GPcor_Reps.csv","rand_400_1yr_nDH24_varE1_Ne60_GPcor_Reps","rand",400,"1yr",2,"nDH24","Ne=60","heritability: 0.5"
"51",0.5760807184309,0.0128158425336273,"./rand_400_1yr_nDH24_varE1_Ne60_GPcor_Reps.csv","rand_400_1yr_nDH24_varE1_Ne60_GPcor_Reps","rand",400,"1yr",3,"nDH24","Ne=60","heritability: 0.5"
"52",0.579053422834287,0.0127073161763847,"./rand_400_1yr_nDH24_varE1_Ne60_GPcor_Reps.csv","rand_400_1yr_nDH24_varE1_Ne60_GPcor_Reps","rand",400,"1yr",4,"nDH24","Ne=60","heritability: 0.5"
"53",0.567685732224103,0.009393047096266,"./rand_400_1yr_nDH24_varE1_Ne60_GPcor_Reps.csv","rand_400_1yr_nDH24_varE1_Ne60_GPcor_Reps","rand",400,"1yr",5,"nDH24","Ne=60","heritability: 0.5"
"54",0.578148263000854,0.0120575620879058,"./rand_400_1yr_nDH24_varE1_Ne60_GPcor_Reps.csv","rand_400_1yr_nDH24_varE1_Ne60_GPcor_Reps","rand",400,"1yr",6,"nDH24","Ne=60","heritability: 0.5"
"55",0.594599874555905,0.0105884823293843,"./rand_400_1yr_nDH24_varE1_Ne60_GPcor_Reps.csv","rand_400_1yr_nDH24_varE1_Ne60_GPcor_Reps","rand",400,"1yr",7,"nDH24","Ne=60","heritability: 0.5"
"56",0.605000040730488,0.0139257184633212,"./rand_400_1yr_nDH24_varE1_Ne60_GPcor_Reps.csv","rand_400_1yr_nDH24_varE1_Ne60_GPcor_Reps","rand",400,"1yr",8,"nDH24","Ne=60","heritability: 0.5"
"58",0.596026460040885,0.0139615262726909,"./rand_400_2yr_nDH24_varE1_Ne60_GPcor_Reps.csv","rand_400_2yr_nDH24_varE1_Ne60_GPcor_Reps","rand",400,"2yr",2,"nDH24","Ne=60","heritability: 0.5"
"60",0.593865593888892,0.0135418519099926,"./rand_400_2yr_nDH24_varE1_Ne60_GPcor_Reps.csv","rand_400_2yr_nDH24_varE1_Ne60_GPcor_Reps","rand",400,"2yr",4,"nDH24","Ne=60","heritability: 0.5"
"62",0.603271979860631,0.0151320121771927,"./rand_400_2yr_nDH24_varE1_Ne60_GPcor_Reps.csv","rand_400_2yr_nDH24_varE1_Ne60_GPcor_Reps","rand",400,"2yr",6,"nDH24","Ne=60","heritability: 0.5"
"64",0.611772514560705,0.0114409903543938,"./rand_400_2yr_nDH24_varE1_Ne60_GPcor_Reps.csv","rand_400_2yr_nDH24_varE1_Ne60_GPcor_Reps","rand",400,"2yr",8,"nDH24","Ne=60","heritability: 0.5"
"66",0.312603388885608,0.0137447294287891,"./pheno_1000_1yr_nDH24_varE1_Ne600_GPcor_Reps.csv","pheno_1000_1yr_nDH24_varE1_Ne600_GPcor_Reps","pheno",1000,"1yr",2,"nDH24","Ne=600","heritability: 0.5"
"67",0.310253866739474,0.0104871967528152,"./pheno_1000_1yr_nDH24_varE1_Ne600_GPcor_Reps.csv","pheno_1000_1yr_nDH24_varE1_Ne600_GPcor_Reps","pheno",1000,"1yr",3,"nDH24","Ne=600","heritability: 0.5"
"68",0.331705515888367,0.0101747270833455,"./pheno_1000_1yr_nDH24_varE1_Ne600_GPcor_Reps.csv","pheno_1000_1yr_nDH24_varE1_Ne600_GPcor_Reps","pheno",1000,"1yr",4,"nDH24","Ne=600","heritability: 0.5"
"69",0.348802606520864,0.0138724512862101,"./pheno_1000_1yr_nDH24_varE1_Ne600_GPcor_Reps.csv","pheno_1000_1yr_nDH24_varE1_Ne600_GPcor_Reps","pheno",1000,"1yr",5,"nDH24","Ne=600","heritability: 0.5"
"70",0.374948190879472,0.0136164158756938,"./pheno_1000_1yr_nDH24_varE1_Ne600_GPcor_Reps.csv","pheno_1000_1yr_nDH24_varE1_Ne600_GPcor_Reps","pheno",1000,"1yr",6,"nDH24","Ne=600","heritability: 0.5"
"71",0.391186100614239,0.0136778105082839,"./pheno_1000_1yr_nDH24_varE1_Ne600_GPcor_Reps.csv","pheno_1000_1yr_nDH24_varE1_Ne600_GPcor_Reps","pheno",1000,"1yr",7,"nDH24","Ne=600","heritability: 0.5"
"72",0.404997577652934,0.0172157530301181,"./pheno_1000_1yr_nDH24_varE1_Ne600_GPcor_Reps.csv","pheno_1000_1yr_nDH24_varE1_Ne600_GPcor_Reps","pheno",1000,"1yr",8,"nDH24","Ne=600","heritability: 0.5"
"74",0.336209792529052,0.0107568683675471,"./pheno_1000_2yr_nDH24_varE1_Ne600_GPcor_Reps.csv","pheno_1000_2yr_nDH24_varE1_Ne600_GPcor_Reps","pheno",1000,"2yr",2,"nDH24","Ne=600","heritability: 0.5"
"76",0.304174385295749,0.0117435620258489,"./pheno_1000_2yr_nDH24_varE1_Ne600_GPcor_Reps.csv","pheno_1000_2yr_nDH24_varE1_Ne600_GPcor_Reps","pheno",1000,"2yr",4,"nDH24","Ne=600","heritability: 0.5"
"78",0.315195639836611,0.00967401955973327,"./pheno_1000_2yr_nDH24_varE1_Ne600_GPcor_Reps.csv","pheno_1000_2yr_nDH24_varE1_Ne600_GPcor_Reps","pheno",1000,"2yr",6,"nDH24","Ne=600","heritability: 0.5"
"80",0.347504726571993,0.0116154618107645,"./pheno_1000_2yr_nDH24_varE1_Ne600_GPcor_Reps.csv","pheno_1000_2yr_nDH24_varE1_Ne600_GPcor_Reps","pheno",1000,"2yr",8,"nDH24","Ne=600","heritability: 0.5"
"82",0.298472130212049,0.0167160683966162,"./pheno_400_1yr_nDH24_varE1_Ne600_GPcor_Reps.csv","pheno_400_1yr_nDH24_varE1_Ne600_GPcor_Reps","pheno",400,"1yr",2,"nDH24","Ne=600","heritability: 0.5"
"83",0.317195650909498,0.0236522796823815,"./pheno_400_1yr_nDH24_varE1_Ne600_GPcor_Reps.csv","pheno_400_1yr_nDH24_varE1_Ne600_GPcor_Reps","pheno",400,"1yr",3,"nDH24","Ne=600","heritability: 0.5"
"84",0.360270467203667,0.0192468103232966,"./pheno_400_1yr_nDH24_varE1_Ne600_GPcor_Reps.csv","pheno_400_1yr_nDH24_varE1_Ne600_GPcor_Reps","pheno",400,"1yr",4,"nDH24","Ne=600","heritability: 0.5"
"85",0.359033721661437,0.0220965085460478,"./pheno_400_1yr_nDH24_varE1_Ne600_GPcor_Reps.csv","pheno_400_1yr_nDH24_varE1_Ne600_GPcor_Reps","pheno",400,"1yr",5,"nDH24","Ne=600","heritability: 0.5"
"86",0.397651895239218,0.015789258353952,"./pheno_400_1yr_nDH24_varE1_Ne600_GPcor_Reps.csv","pheno_400_1yr_nDH24_varE1_Ne600_GPcor_Reps","pheno",400,"1yr",6,"nDH24","Ne=600","heritability: 0.5"
"87",0.385837875804329,0.0172912946453557,"./pheno_400_1yr_nDH24_varE1_Ne600_GPcor_Reps.csv","pheno_400_1yr_nDH24_varE1_Ne600_GPcor_Reps","pheno",400,"1yr",7,"nDH24","Ne=600","heritability: 0.5"
"88",0.407468756819519,0.0157273689158215,"./pheno_400_1yr_nDH24_varE1_Ne600_GPcor_Reps.csv","pheno_400_1yr_nDH24_varE1_Ne600_GPcor_Reps","pheno",400,"1yr",8,"nDH24","Ne=600","heritability: 0.5"
"90",0.295002121351472,0.0160940550462698,"./pheno_400_2yr_nDH24_varE1_Ne600_GPcor_Reps.csv","pheno_400_2yr_nDH24_varE1_Ne600_GPcor_Reps","pheno",400,"2yr",2,"nDH24","Ne=600","heritability: 0.5"
"92",0.303650696280036,0.0202161018662097,"./pheno_400_2yr_nDH24_varE1_Ne600_GPcor_Reps.csv","pheno_400_2yr_nDH24_varE1_Ne600_GPcor_Reps","pheno",400,"2yr",4,"nDH24","Ne=600","heritability: 0.5"
"94",0.327989921144406,0.0234542195638865,"./pheno_400_2yr_nDH24_varE1_Ne600_GPcor_Reps.csv","pheno_400_2yr_nDH24_varE1_Ne600_GPcor_Reps","pheno",400,"2yr",6,"nDH24","Ne=600","heritability: 0.5"
"96",0.367018724872495,0.0228846641676738,"./pheno_400_2yr_nDH24_varE1_Ne600_GPcor_Reps.csv","pheno_400_2yr_nDH24_varE1_Ne600_GPcor_Reps","pheno",400,"2yr",8,"nDH24","Ne=600","heritability: 0.5"
"98",0.425532486475739,0.00883440891539548,"./rand_1000_1yr_nDH24_varE1_Ne600_GPcor_Reps.csv","rand_1000_1yr_nDH24_varE1_Ne600_GPcor_Reps","rand",1000,"1yr",2,"nDH24","Ne=600","heritability: 0.5"
"99",0.417246347256355,0.00973816395783577,"./rand_1000_1yr_nDH24_varE1_Ne600_GPcor_Reps.csv","rand_1000_1yr_nDH24_varE1_Ne600_GPcor_Reps","rand",1000,"1yr",3,"nDH24","Ne=600","heritability: 0.5"
"100",0.43852664193408,0.0102971574592724,"./rand_1000_1yr_nDH24_varE1_Ne600_GPcor_Reps.csv","rand_1000_1yr_nDH24_varE1_Ne600_GPcor_Reps","rand",1000,"1yr",4,"nDH24","Ne=600","heritability: 0.5"
"101",0.430715629213739,0.0131478088394906,"./rand_1000_1yr_nDH24_varE1_Ne600_GPcor_Reps.csv","rand_1000_1yr_nDH24_varE1_Ne600_GPcor_Reps","rand",1000,"1yr",5,"nDH24","Ne=600","heritability: 0.5"
"102",0.457481591069445,0.0119857932719094,"./rand_1000_1yr_nDH24_varE1_Ne600_GPcor_Reps.csv","rand_1000_1yr_nDH24_varE1_Ne600_GPcor_Reps","rand",1000,"1yr",6,"nDH24","Ne=600","heritability: 0.5"
"103",0.465252352231073,0.0122436029751909,"./rand_1000_1yr_nDH24_varE1_Ne600_GPcor_Reps.csv","rand_1000_1yr_nDH24_varE1_Ne600_GPcor_Reps","rand",1000,"1yr",7,"nDH24","Ne=600","heritability: 0.5"
"104",0.469979855243617,0.0129705197315932,"./rand_1000_1yr_nDH24_varE1_Ne600_GPcor_Reps.csv","rand_1000_1yr_nDH24_varE1_Ne600_GPcor_Reps","rand",1000,"1yr",8,"nDH24","Ne=600","heritability: 0.5"
"106",0.455928199991167,0.0104352683496122,"./rand_1000_2yr_nDH24_varE1_Ne600_GPcor_Reps.csv","rand_1000_2yr_nDH24_varE1_Ne600_GPcor_Reps","rand",1000,"2yr",2,"nDH24","Ne=600","heritability: 0.5"
"108",0.434934437192111,0.0105287366642742,"./rand_1000_2yr_nDH24_varE1_Ne600_GPcor_Reps.csv","rand_1000_2yr_nDH24_varE1_Ne600_GPcor_Reps","rand",1000,"2yr",4,"nDH24","Ne=600","heritability: 0.5"
"110",0.407125719573463,0.00971728079295054,"./rand_1000_2yr_nDH24_varE1_Ne600_GPcor_Reps.csv","rand_1000_2yr_nDH24_varE1_Ne600_GPcor_Reps","rand",1000,"2yr",6,"nDH24","Ne=600","heritability: 0.5"
"112",0.396486332527943,0.00930589815383384,"./rand_1000_2yr_nDH24_varE1_Ne600_GPcor_Reps.csv","rand_1000_2yr_nDH24_varE1_Ne600_GPcor_Reps","rand",1000,"2yr",8,"nDH24","Ne=600","heritability: 0.5"
"114",0.480543066276884,0.023121018850418,"./rand_400_1yr_nDH24_varE1_Ne600_GPcor_Reps.csv","rand_400_1yr_nDH24_varE1_Ne600_GPcor_Reps","rand",400,"1yr",2,"nDH24","Ne=600","heritability: 0.5"
"115",0.452468336863829,0.0220623349953353,"./rand_400_1yr_nDH24_varE1_Ne600_GPcor_Reps.csv","rand_400_1yr_nDH24_varE1_Ne600_GPcor_Reps","rand",400,"1yr",3,"nDH24","Ne=600","heritability: 0.5"
"116",0.453598545276534,0.0163113305766411,"./rand_400_1yr_nDH24_varE1_Ne600_GPcor_Reps.csv","rand_400_1yr_nDH24_varE1_Ne600_GPcor_Reps","rand",400,"1yr",4,"nDH24","Ne=600","heritability: 0.5"
"117",0.471530436200093,0.0191996380090762,"./rand_400_1yr_nDH24_varE1_Ne600_GPcor_Reps.csv","rand_400_1yr_nDH24_varE1_Ne600_GPcor_Reps","rand",400,"1yr",5,"nDH24","Ne=600","heritability: 0.5"
"118",0.478805316648043,0.0171532234825911,"./rand_400_1yr_nDH24_varE1_Ne600_GPcor_Reps.csv","rand_400_1yr_nDH24_varE1_Ne600_GPcor_Reps","rand",400,"1yr",6,"nDH24","Ne=600","heritability: 0.5"
"119",0.488078984741086,0.0177463531720987,"./rand_400_1yr_nDH24_varE1_Ne600_GPcor_Reps.csv","rand_400_1yr_nDH24_varE1_Ne600_GPcor_Reps","rand",400,"1yr",7,"nDH24","Ne=600","heritability: 0.5"
"120",0.503487945175219,0.0189449975003886,"./rand_400_1yr_nDH24_varE1_Ne600_GPcor_Reps.csv","rand_400_1yr_nDH24_varE1_Ne600_GPcor_Reps","rand",400,"1yr",8,"nDH24","Ne=600","heritability: 0.5"
"122",0.418814541383617,0.0191236168552977,"./rand_400_2yr_nDH24_varE1_Ne600_GPcor_Reps.csv","rand_400_2yr_nDH24_varE1_Ne600_GPcor_Reps","rand",400,"2yr",2,"nDH24","Ne=600","heritability: 0.5"
"124",0.437595129234194,0.0167828837867455,"./rand_400_2yr_nDH24_varE1_Ne600_GPcor_Reps.csv","rand_400_2yr_nDH24_varE1_Ne600_GPcor_Reps","rand",400,"2yr",4,"nDH24","Ne=600","heritability: 0.5"
"126",0.426664200061329,0.0151123392743837,"./rand_400_2yr_nDH24_varE1_Ne600_GPcor_Reps.csv","rand_400_2yr_nDH24_varE1_Ne600_GPcor_Reps","rand",400,"2yr",6,"nDH24","Ne=600","heritability: 0.5"
"128",0.420661474621574,0.0174662187098703,"./rand_400_2yr_nDH24_varE1_Ne600_GPcor_Reps.csv","rand_400_2yr_nDH24_varE1_Ne600_GPcor_Reps","rand",400,"2yr",8,"nDH24","Ne=600","heritability: 0.5"
"130",0.471419295322692,0.0130033462618146,"./pheno_1000_1yr_nDH24_varE4_Ne60_GPcor_Reps.csv","pheno_1000_1yr_nDH24_varE4_Ne60_GPcor_Reps","pheno",1000,"1yr",2,"nDH24","Ne=60","heritability: 0.2"
"131",0.469665592054151,0.0107992059325389,"./pheno_1000_1yr_nDH24_varE4_Ne60_GPcor_Reps.csv","pheno_1000_1yr_nDH24_varE4_Ne60_GPcor_Reps","pheno",1000,"1yr",3,"nDH24","Ne=60","heritability: 0.2"
"132",0.484458230672261,0.0139732681609046,"./pheno_1000_1yr_nDH24_varE4_Ne60_GPcor_Reps.csv","pheno_1000_1yr_nDH24_varE4_Ne60_GPcor_Reps","pheno",1000,"1yr",4,"nDH24","Ne=60","heritability: 0.2"
"133",0.484064144456318,0.00786543977067359,"./pheno_1000_1yr_nDH24_varE4_Ne60_GPcor_Reps.csv","pheno_1000_1yr_nDH24_varE4_Ne60_GPcor_Reps","pheno",1000,"1yr",5,"nDH24","Ne=60","heritability: 0.2"
"134",0.476882328893685,0.0100365482620919,"./pheno_1000_1yr_nDH24_varE4_Ne60_GPcor_Reps.csv","pheno_1000_1yr_nDH24_varE4_Ne60_GPcor_Reps","pheno",1000,"1yr",6,"nDH24","Ne=60","heritability: 0.2"
"135",0.496004774211848,0.0100748675786829,"./pheno_1000_1yr_nDH24_varE4_Ne60_GPcor_Reps.csv","pheno_1000_1yr_nDH24_varE4_Ne60_GPcor_Reps","pheno",1000,"1yr",7,"nDH24","Ne=60","heritability: 0.2"
"136",0.492597164659033,0.00990037728397096,"./pheno_1000_1yr_nDH24_varE4_Ne60_GPcor_Reps.csv","pheno_1000_1yr_nDH24_varE4_Ne60_GPcor_Reps","pheno",1000,"1yr",8,"nDH24","Ne=60","heritability: 0.2"
"138",0.438849788901594,0.0120891853600153,"./pheno_1000_2yr_nDH24_varE4_Ne60_GPcor_Reps.csv","pheno_1000_2yr_nDH24_varE4_Ne60_GPcor_Reps","pheno",1000,"2yr",2,"nDH24","Ne=60","heritability: 0.2"
"140",0.500974654935117,0.0101418137716242,"./pheno_1000_2yr_nDH24_varE4_Ne60_GPcor_Reps.csv","pheno_1000_2yr_nDH24_varE4_Ne60_GPcor_Reps","pheno",1000,"2yr",4,"nDH24","Ne=60","heritability: 0.2"
"142",0.521377621588497,0.0129315376754863,"./pheno_1000_2yr_nDH24_varE4_Ne60_GPcor_Reps.csv","pheno_1000_2yr_nDH24_varE4_Ne60_GPcor_Reps","pheno",1000,"2yr",6,"nDH24","Ne=60","heritability: 0.2"
"144",0.537913300306958,0.0101630845282313,"./pheno_1000_2yr_nDH24_varE4_Ne60_GPcor_Reps.csv","pheno_1000_2yr_nDH24_varE4_Ne60_GPcor_Reps","pheno",1000,"2yr",8,"nDH24","Ne=60","heritability: 0.2"
"146",0.349501110877911,0.028114080281884,"./pheno_400_1yr_nDH24_varE4_Ne60_GPcor_Reps.csv","pheno_400_1yr_nDH24_varE4_Ne60_GPcor_Reps","pheno",400,"1yr",2,"nDH24","Ne=60","heritability: 0.2"
"147",0.385262945204449,0.0157001936625585,"./pheno_400_1yr_nDH24_varE4_Ne60_GPcor_Reps.csv","pheno_400_1yr_nDH24_varE4_Ne60_GPcor_Reps","pheno",400,"1yr",3,"nDH24","Ne=60","heritability: 0.2"
"148",0.389122503263839,0.0204924641838677,"./pheno_400_1yr_nDH24_varE4_Ne60_GPcor_Reps.csv","pheno_400_1yr_nDH24_varE4_Ne60_GPcor_Reps","pheno",400,"1yr",4,"nDH24","Ne=60","heritability: 0.2"
"149",0.391461589245654,0.0246450519866353,"./pheno_400_1yr_nDH24_varE4_Ne60_GPcor_Reps.csv","pheno_400_1yr_nDH24_varE4_Ne60_GPcor_Reps","pheno",400,"1yr",5,"nDH24","Ne=60","heritability: 0.2"
"150",0.415911040738682,0.0174563558413174,"./pheno_400_1yr_nDH24_varE4_Ne60_GPcor_Reps.csv","pheno_400_1yr_nDH24_varE4_Ne60_GPcor_Reps","pheno",400,"1yr",6,"nDH24","Ne=60","heritability: 0.2"
"151",0.435920296839126,0.0188989527778471,"./pheno_400_1yr_nDH24_varE4_Ne60_GPcor_Reps.csv","pheno_400_1yr_nDH24_varE4_Ne60_GPcor_Reps","pheno",400,"1yr",7,"nDH24","Ne=60","heritability: 0.2"
"152",0.474893532759525,0.016054543019417,"./pheno_400_1yr_nDH24_varE4_Ne60_GPcor_Reps.csv","pheno_400_1yr_nDH24_varE4_Ne60_GPcor_Reps","pheno",400,"1yr",8,"nDH24","Ne=60","heritability: 0.2"
"154",0.326929000893705,0.0201117488327466,"./pheno_400_2yr_nDH24_varE4_Ne60_GPcor_Reps.csv","pheno_400_2yr_nDH24_varE4_Ne60_GPcor_Reps","pheno",400,"2yr",2,"nDH24","Ne=60","heritability: 0.2"
"156",0.39312695256744,0.0162183767418546,"./pheno_400_2yr_nDH24_varE4_Ne60_GPcor_Reps.csv","pheno_400_2yr_nDH24_varE4_Ne60_GPcor_Reps","pheno",400,"2yr",4,"nDH24","Ne=60","heritability: 0.2"
"158",0.440506944762668,0.0165542823045728,"./pheno_400_2yr_nDH24_varE4_Ne60_GPcor_Reps.csv","pheno_400_2yr_nDH24_varE4_Ne60_GPcor_Reps","pheno",400,"2yr",6,"nDH24","Ne=60","heritability: 0.2"
"160",0.414078530850695,0.0136231565770665,"./pheno_400_2yr_nDH24_varE4_Ne60_GPcor_Reps.csv","pheno_400_2yr_nDH24_varE4_Ne60_GPcor_Reps","pheno",400,"2yr",8,"nDH24","Ne=60","heritability: 0.2"
