"","Mean","StdErr","Selection","Shorten","SelectSP","TestSP","Year","Cycles","nGP","Ne","varE"
"148",1.73282494258838,0.0184901659162629,"./pheno_400_1yr_nDH96_varE4_Ne60_GPselInt_Reps.csv","pheno_400_1yr_nDH96_varE4_Ne60_GPselInt_Reps","pheno",400,"1yr",4,"nDH96","Ne=60","heritability: 0.2"
"149",1.72563329629854,0.0170473393799257,"./pheno_400_1yr_nDH96_varE4_Ne60_GPselInt_Reps.csv","pheno_400_1yr_nDH96_varE4_Ne60_GPselInt_Reps","pheno",400,"1yr",5,"nDH96","Ne=60","heritability: 0.2"
"150",1.71232268042866,0.0220601289239199,"./pheno_400_1yr_nDH96_varE4_Ne60_GPselInt_Reps.csv","pheno_400_1yr_nDH96_varE4_Ne60_GPselInt_Reps","pheno",400,"1yr",6,"nDH96","Ne=60","heritability: 0.2"
"151",1.74646658121522,0.0207241466032873,"./pheno_400_1yr_nDH96_varE4_Ne60_GPselInt_Reps.csv","pheno_400_1yr_nDH96_varE4_Ne60_GPselInt_Reps","pheno",400,"1yr",7,"nDH96","Ne=60","heritability: 0.2"
"152",1.73449283671057,0.0154148442201618,"./pheno_400_1yr_nDH96_varE4_Ne60_GPselInt_Reps.csv","pheno_400_1yr_nDH96_varE4_Ne60_GPselInt_Reps","pheno",400,"1yr",8,"nDH96","Ne=60","heritability: 0.2"
"154",1.75041790479582,0.0153798590983054,"./pheno_400_2yr_nDH96_varE4_Ne60_GPselInt_Reps.csv","pheno_400_2yr_nDH96_varE4_Ne60_GPselInt_Reps","pheno",400,"2yr",2,"nDH96","Ne=60","heritability: 0.2"
"156",1.72951264899892,0.017324961934146,"./pheno_400_2yr_nDH96_varE4_Ne60_GPselInt_Reps.csv","pheno_400_2yr_nDH96_varE4_Ne60_GPselInt_Reps","pheno",400,"2yr",4,"nDH96","Ne=60","heritability: 0.2"
"158",1.71667327814732,0.0146884819928035,"./pheno_400_2yr_nDH96_varE4_Ne60_GPselInt_Reps.csv","pheno_400_2yr_nDH96_varE4_Ne60_GPselInt_Reps","pheno",400,"2yr",6,"nDH96","Ne=60","heritability: 0.2"
"160",1.72753490358967,0.0187318450351024,"./pheno_400_2yr_nDH96_varE4_Ne60_GPselInt_Reps.csv","pheno_400_2yr_nDH96_varE4_Ne60_GPselInt_Reps","pheno",400,"2yr",8,"nDH96","Ne=60","heritability: 0.2"
"162",1.75309437762613,0.016386406889898,"./rand_1000_1yr_nDH96_varE4_Ne60_GPselInt_Reps.csv","rand_1000_1yr_nDH96_varE4_Ne60_GPselInt_Reps","rand",1000,"1yr",2,"nDH96","Ne=60","heritability: 0.2"
"163",1.77362322603612,0.0143562469163235,"./rand_1000_1yr_nDH96_varE4_Ne60_GPselInt_Reps.csv","rand_1000_1yr_nDH96_varE4_Ne60_GPselInt_Reps","rand",1000,"1yr",3,"nDH96","Ne=60","heritability: 0.2"
"164",1.74015987551105,0.0143567838348065,"./rand_1000_1yr_nDH96_varE4_Ne60_GPselInt_Reps.csv","rand_1000_1yr_nDH96_varE4_Ne60_GPselInt_Reps","rand",1000,"1yr",4,"nDH96","Ne=60","heritability: 0.2"
"165",1.74212084476914,0.00720718886906219,"./rand_1000_1yr_nDH96_varE4_Ne60_GPselInt_Reps.csv","rand_1000_1yr_nDH96_varE4_Ne60_GPselInt_Reps","rand",1000,"1yr",5,"nDH96","Ne=60","heritability: 0.2"
"166",1.75466926763733,0.00630256820379859,"./rand_1000_1yr_nDH96_varE4_Ne60_GPselInt_Reps.csv","rand_1000_1yr_nDH96_varE4_Ne60_GPselInt_Reps","rand",1000,"1yr",6,"nDH96","Ne=60","heritability: 0.2"
"167",1.75875130951804,0.00716886892568335,"./rand_1000_1yr_nDH96_varE4_Ne60_GPselInt_Reps.csv","rand_1000_1yr_nDH96_varE4_Ne60_GPselInt_Reps","rand",1000,"1yr",7,"nDH96","Ne=60","heritability: 0.2"
"168",1.75366001320295,0.00842892807350042,"./rand_1000_1yr_nDH96_varE4_Ne60_GPselInt_Reps.csv","rand_1000_1yr_nDH96_varE4_Ne60_GPselInt_Reps","rand",1000,"1yr",8,"nDH96","Ne=60","heritability: 0.2"
"170",1.73796695084778,0.00880155390707622,"./rand_1000_2yr_nDH96_varE4_Ne60_GPselInt_Reps.csv","rand_1000_2yr_nDH96_varE4_Ne60_GPselInt_Reps","rand",1000,"2yr",2,"nDH96","Ne=60","heritability: 0.2"
"172",1.75893372438061,0.00974313247502208,"./rand_1000_2yr_nDH96_varE4_Ne60_GPselInt_Reps.csv","rand_1000_2yr_nDH96_varE4_Ne60_GPselInt_Reps","rand",1000,"2yr",4,"nDH96","Ne=60","heritability: 0.2"
"174",1.74288933788843,0.00688073802067778,"./rand_1000_2yr_nDH96_varE4_Ne60_GPselInt_Reps.csv","rand_1000_2yr_nDH96_varE4_Ne60_GPselInt_Reps","rand",1000,"2yr",6,"nDH96","Ne=60","heritability: 0.2"
"176",1.75908171005836,0.00759816383354072,"./rand_1000_2yr_nDH96_varE4_Ne60_GPselInt_Reps.csv","rand_1000_2yr_nDH96_varE4_Ne60_GPselInt_Reps","rand",1000,"2yr",8,"nDH96","Ne=60","heritability: 0.2"
"178",1.71358780630726,0.0143973861627271,"./rand_400_1yr_nDH96_varE4_Ne60_GPselInt_Reps.csv","rand_400_1yr_nDH96_varE4_Ne60_GPselInt_Reps","rand",400,"1yr",2,"nDH96","Ne=60","heritability: 0.2"
"179",1.75817122627202,0.0182551614613731,"./rand_400_1yr_nDH96_varE4_Ne60_GPselInt_Reps.csv","rand_400_1yr_nDH96_varE4_Ne60_GPselInt_Reps","rand",400,"1yr",3,"nDH96","Ne=60","heritability: 0.2"
"180",1.77743658872249,0.0196261234700905,"./rand_400_1yr_nDH96_varE4_Ne60_GPselInt_Reps.csv","rand_400_1yr_nDH96_varE4_Ne60_GPselInt_Reps","rand",400,"1yr",4,"nDH96","Ne=60","heritability: 0.2"
"181",1.72019177731923,0.0207315535180779,"./rand_400_1yr_nDH96_varE4_Ne60_GPselInt_Reps.csv","rand_400_1yr_nDH96_varE4_Ne60_GPselInt_Reps","rand",400,"1yr",5,"nDH96","Ne=60","heritability: 0.2"
"182",1.75989147990543,0.015428831291094,"./rand_400_1yr_nDH96_varE4_Ne60_GPselInt_Reps.csv","rand_400_1yr_nDH96_varE4_Ne60_GPselInt_Reps","rand",400,"1yr",6,"nDH96","Ne=60","heritability: 0.2"
"183",1.75875106300477,0.0196069885388148,"./rand_400_1yr_nDH96_varE4_Ne60_GPselInt_Reps.csv","rand_400_1yr_nDH96_varE4_Ne60_GPselInt_Reps","rand",400,"1yr",7,"nDH96","Ne=60","heritability: 0.2"
"184",1.73188766383066,0.0217908323493715,"./rand_400_1yr_nDH96_varE4_Ne60_GPselInt_Reps.csv","rand_400_1yr_nDH96_varE4_Ne60_GPselInt_Reps","rand",400,"1yr",8,"nDH96","Ne=60","heritability: 0.2"
"186",1.7232157560554,0.0195386844978334,"./rand_400_2yr_nDH96_varE4_Ne60_GPselInt_Reps.csv","rand_400_2yr_nDH96_varE4_Ne60_GPselInt_Reps","rand",400,"2yr",2,"nDH96","Ne=60","heritability: 0.2"
"188",1.74245599716978,0.0148833008926133,"./rand_400_2yr_nDH96_varE4_Ne60_GPselInt_Reps.csv","rand_400_2yr_nDH96_varE4_Ne60_GPselInt_Reps","rand",400,"2yr",4,"nDH96","Ne=60","heritability: 0.2"
"190",1.76420157872642,0.0198617890006236,"./rand_400_2yr_nDH96_varE4_Ne60_GPselInt_Reps.csv","rand_400_2yr_nDH96_varE4_Ne60_GPselInt_Reps","rand",400,"2yr",6,"nDH96","Ne=60","heritability: 0.2"
"192",1.74884699805573,0.0154825851047999,"./rand_400_2yr_nDH96_varE4_Ne60_GPselInt_Reps.csv","rand_400_2yr_nDH96_varE4_Ne60_GPselInt_Reps","rand",400,"2yr",8,"nDH96","Ne=60","heritability: 0.2"
"194",1.69273094521967,0.0216047420283446,"./pheno_1000_1yr_nDH96_varE4_Ne600_GPselInt_Reps.csv","pheno_1000_1yr_nDH96_varE4_Ne600_GPselInt_Reps","pheno",1000,"1yr",2,"nDH96","Ne=600","heritability: 0.2"
"195",1.72820417014806,0.0158934554184335,"./pheno_1000_1yr_nDH96_varE4_Ne600_GPselInt_Reps.csv","pheno_1000_1yr_nDH96_varE4_Ne600_GPselInt_Reps","pheno",1000,"1yr",3,"nDH96","Ne=600","heritability: 0.2"
"196",1.74058016559361,0.00979425586034147,"./pheno_1000_1yr_nDH96_varE4_Ne600_GPselInt_Reps.csv","pheno_1000_1yr_nDH96_varE4_Ne600_GPselInt_Reps","pheno",1000,"1yr",4,"nDH96","Ne=600","heritability: 0.2"
"197",1.74932371950275,0.00992290356425591,"./pheno_1000_1yr_nDH96_varE4_Ne600_GPselInt_Reps.csv","pheno_1000_1yr_nDH96_varE4_Ne600_GPselInt_Reps","pheno",1000,"1yr",5,"nDH96","Ne=600","heritability: 0.2"
"198",1.7388357792783,0.00889752929092609,"./pheno_1000_1yr_nDH96_varE4_Ne600_GPselInt_Reps.csv","pheno_1000_1yr_nDH96_varE4_Ne600_GPselInt_Reps","pheno",1000,"1yr",6,"nDH96","Ne=600","heritability: 0.2"
"199",1.76455750131742,0.0125578183177191,"./pheno_1000_1yr_nDH96_varE4_Ne600_GPselInt_Reps.csv","pheno_1000_1yr_nDH96_varE4_Ne600_GPselInt_Reps","pheno",1000,"1yr",7,"nDH96","Ne=600","heritability: 0.2"
"200",1.75813731124811,0.0186686517442793,"./pheno_1000_1yr_nDH96_varE4_Ne600_GPselInt_Reps.csv","pheno_1000_1yr_nDH96_varE4_Ne600_GPselInt_Reps","pheno",1000,"1yr",8,"nDH96","Ne=600","heritability: 0.2"
"202",1.8155166978514,0.0168307639913436,"./pheno_1000_2yr_nDH96_varE4_Ne600_GPselInt_Reps.csv","pheno_1000_2yr_nDH96_varE4_Ne600_GPselInt_Reps","pheno",1000,"2yr",2,"nDH96","Ne=600","heritability: 0.2"
"204",1.72998222649803,0.0160797927304065,"./pheno_1000_2yr_nDH96_varE4_Ne600_GPselInt_Reps.csv","pheno_1000_2yr_nDH96_varE4_Ne600_GPselInt_Reps","pheno",1000,"2yr",4,"nDH96","Ne=600","heritability: 0.2"
"206",1.75133723535132,0.0106755863471952,"./pheno_1000_2yr_nDH96_varE4_Ne600_GPselInt_Reps.csv","pheno_1000_2yr_nDH96_varE4_Ne600_GPselInt_Reps","pheno",1000,"2yr",6,"nDH96","Ne=600","heritability: 0.2"
"208",1.73142951348992,0.00891577902279436,"./pheno_1000_2yr_nDH96_varE4_Ne600_GPselInt_Reps.csv","pheno_1000_2yr_nDH96_varE4_Ne600_GPselInt_Reps","pheno",1000,"2yr",8,"nDH96","Ne=600","heritability: 0.2"
"210",1.69990093475945,0.0259078466741263,"./pheno_400_1yr_nDH96_varE4_Ne600_GPselInt_Reps.csv","pheno_400_1yr_nDH96_varE4_Ne600_GPselInt_Reps","pheno",400,"1yr",2,"nDH96","Ne=600","heritability: 0.2"
"211",1.72220806610764,0.0189705391315792,"./pheno_400_1yr_nDH96_varE4_Ne600_GPselInt_Reps.csv","pheno_400_1yr_nDH96_varE4_Ne600_GPselInt_Reps","pheno",400,"1yr",3,"nDH96","Ne=600","heritability: 0.2"
"212",1.66162448938076,0.0247236367395428,"./pheno_400_1yr_nDH96_varE4_Ne600_GPselInt_Reps.csv","pheno_400_1yr_nDH96_varE4_Ne600_GPselInt_Reps","pheno",400,"1yr",4,"nDH96","Ne=600","heritability: 0.2"
"213",1.72714308552052,0.0130046108872968,"./pheno_400_1yr_nDH96_varE4_Ne600_GPselInt_Reps.csv","pheno_400_1yr_nDH96_varE4_Ne600_GPselInt_Reps","pheno",400,"1yr",5,"nDH96","Ne=600","heritability: 0.2"
"214",1.72575086884509,0.0152604260106364,"./pheno_400_1yr_nDH96_varE4_Ne600_GPselInt_Reps.csv","pheno_400_1yr_nDH96_varE4_Ne600_GPselInt_Reps","pheno",400,"1yr",6,"nDH96","Ne=600","heritability: 0.2"
"215",1.73343853481565,0.0186506103172893,"./pheno_400_1yr_nDH96_varE4_Ne600_GPselInt_Reps.csv","pheno_400_1yr_nDH96_varE4_Ne600_GPselInt_Reps","pheno",400,"1yr",7,"nDH96","Ne=600","heritability: 0.2"
"216",1.73111717641192,0.0176717984292382,"./pheno_400_1yr_nDH96_varE4_Ne600_GPselInt_Reps.csv","pheno_400_1yr_nDH96_varE4_Ne600_GPselInt_Reps","pheno",400,"1yr",8,"nDH96","Ne=600","heritability: 0.2"
"218",1.80107675183365,0.0257251871033515,"./pheno_400_2yr_nDH96_varE4_Ne600_GPselInt_Reps.csv","pheno_400_2yr_nDH96_varE4_Ne600_GPselInt_Reps","pheno",400,"2yr",2,"nDH96","Ne=600","heritability: 0.2"
"220",1.6795251182868,0.024009478640821,"./pheno_400_2yr_nDH96_varE4_Ne600_GPselInt_Reps.csv","pheno_400_2yr_nDH96_varE4_Ne600_GPselInt_Reps","pheno",400,"2yr",4,"nDH96","Ne=600","heritability: 0.2"
"222",1.69451802259914,0.0181642591599116,"./pheno_400_2yr_nDH96_varE4_Ne600_GPselInt_Reps.csv","pheno_400_2yr_nDH96_varE4_Ne600_GPselInt_Reps","pheno",400,"2yr",6,"nDH96","Ne=600","heritability: 0.2"
"224",1.69138061661787,0.0130302118657743,"./pheno_400_2yr_nDH96_varE4_Ne600_GPselInt_Reps.csv","pheno_400_2yr_nDH96_varE4_Ne600_GPselInt_Reps","pheno",400,"2yr",8,"nDH96","Ne=600","heritability: 0.2"
"226",1.7853738506169,0.0291202680028401,"./rand_1000_1yr_nDH96_varE4_Ne600_GPselInt_Reps.csv","rand_1000_1yr_nDH96_varE4_Ne600_GPselInt_Reps","rand",1000,"1yr",2,"nDH96","Ne=600","heritability: 0.2"
"227",1.80657258284892,0.0222660400164244,"./rand_1000_1yr_nDH96_varE4_Ne600_GPselInt_Reps.csv","rand_1000_1yr_nDH96_varE4_Ne600_GPselInt_Reps","rand",1000,"1yr",3,"nDH96","Ne=600","heritability: 0.2"
"228",1.77183542174768,0.0129427762252446,"./rand_1000_1yr_nDH96_varE4_Ne600_GPselInt_Reps.csv","rand_1000_1yr_nDH96_varE4_Ne600_GPselInt_Reps","rand",1000,"1yr",4,"nDH96","Ne=600","heritability: 0.2"
"229",1.7771092271815,0.0164969143296616,"./rand_1000_1yr_nDH96_varE4_Ne600_GPselInt_Reps.csv","rand_1000_1yr_nDH96_varE4_Ne600_GPselInt_Reps","rand",1000,"1yr",5,"nDH96","Ne=600","heritability: 0.2"
"230",1.7515447110123,0.0100857362398363,"./rand_1000_1yr_nDH96_varE4_Ne600_GPselInt_Reps.csv","rand_1000_1yr_nDH96_varE4_Ne600_GPselInt_Reps","rand",1000,"1yr",6,"nDH96","Ne=600","heritability: 0.2"
"231",1.73191391578094,0.013727668388235,"./rand_1000_1yr_nDH96_varE4_Ne600_GPselInt_Reps.csv","rand_1000_1yr_nDH96_varE4_Ne600_GPselInt_Reps","rand",1000,"1yr",7,"nDH96","Ne=600","heritability: 0.2"
"232",1.76444380140035,0.0100801200313874,"./rand_1000_1yr_nDH96_varE4_Ne600_GPselInt_Reps.csv","rand_1000_1yr_nDH96_varE4_Ne600_GPselInt_Reps","rand",1000,"1yr",8,"nDH96","Ne=600","heritability: 0.2"
"234",1.76442803382715,0.0144183809611898,"./rand_1000_2yr_nDH96_varE4_Ne600_GPselInt_Reps.csv","rand_1000_2yr_nDH96_varE4_Ne600_GPselInt_Reps","rand",1000,"2yr",2,"nDH96","Ne=600","heritability: 0.2"
"236",1.76222546089082,0.0178632257768483,"./rand_1000_2yr_nDH96_varE4_Ne600_GPselInt_Reps.csv","rand_1000_2yr_nDH96_varE4_Ne600_GPselInt_Reps","rand",1000,"2yr",4,"nDH96","Ne=600","heritability: 0.2"
"238",1.74626311280819,0.013008669713541,"./rand_1000_2yr_nDH96_varE4_Ne600_GPselInt_Reps.csv","rand_1000_2yr_nDH96_varE4_Ne600_GPselInt_Reps","rand",1000,"2yr",6,"nDH96","Ne=600","heritability: 0.2"
"240",1.75188275739756,0.0110993879255459,"./rand_1000_2yr_nDH96_varE4_Ne600_GPselInt_Reps.csv","rand_1000_2yr_nDH96_varE4_Ne600_GPselInt_Reps","rand",1000,"2yr",8,"nDH96","Ne=600","heritability: 0.2"
"242",1.71480548034051,0.0294722555319711,"./rand_400_1yr_nDH96_varE4_Ne600_GPselInt_Reps.csv","rand_400_1yr_nDH96_varE4_Ne600_GPselInt_Reps","rand",400,"1yr",2,"nDH96","Ne=600","heritability: 0.2"
"243",1.74652951840878,0.0382096336550858,"./rand_400_1yr_nDH96_varE4_Ne600_GPselInt_Reps.csv","rand_400_1yr_nDH96_varE4_Ne600_GPselInt_Reps","rand",400,"1yr",3,"nDH96","Ne=600","heritability: 0.2"
"244",1.7038799032662,0.0204951621325749,"./rand_400_1yr_nDH96_varE4_Ne600_GPselInt_Reps.csv","rand_400_1yr_nDH96_varE4_Ne600_GPselInt_Reps","rand",400,"1yr",4,"nDH96","Ne=600","heritability: 0.2"
"245",1.72641460566123,0.0165527859096808,"./rand_400_1yr_nDH96_varE4_Ne600_GPselInt_Reps.csv","rand_400_1yr_nDH96_varE4_Ne600_GPselInt_Reps","rand",400,"1yr",5,"nDH96","Ne=600","heritability: 0.2"
"246",1.74592149275791,0.0207268899290177,"./rand_400_1yr_nDH96_varE4_Ne600_GPselInt_Reps.csv","rand_400_1yr_nDH96_varE4_Ne600_GPselInt_Reps","rand",400,"1yr",6,"nDH96","Ne=600","heritability: 0.2"
"247",1.71613263960278,0.0164211485359546,"./rand_400_1yr_nDH96_varE4_Ne600_GPselInt_Reps.csv","rand_400_1yr_nDH96_varE4_Ne600_GPselInt_Reps","rand",400,"1yr",7,"nDH96","Ne=600","heritability: 0.2"
"248",1.70707409559627,0.0206140684639276,"./rand_400_1yr_nDH96_varE4_Ne600_GPselInt_Reps.csv","rand_400_1yr_nDH96_varE4_Ne600_GPselInt_Reps","rand",400,"1yr",8,"nDH96","Ne=600","heritability: 0.2"
"250",1.74871045596048,0.020852880204605,"./rand_400_2yr_nDH96_varE4_Ne600_GPselInt_Reps.csv","rand_400_2yr_nDH96_varE4_Ne600_GPselInt_Reps","rand",400,"2yr",2,"nDH96","Ne=600","heritability: 0.2"
"252",1.69709820434102,0.03762000659344,"./rand_400_2yr_nDH96_varE4_Ne600_GPselInt_Reps.csv","rand_400_2yr_nDH96_varE4_Ne600_GPselInt_Reps","rand",400,"2yr",4,"nDH96","Ne=600","heritability: 0.2"
"254",1.72984519432216,0.0244995819371141,"./rand_400_2yr_nDH96_varE4_Ne600_GPselInt_Reps.csv","rand_400_2yr_nDH96_varE4_Ne600_GPselInt_Reps","rand",400,"2yr",6,"nDH96","Ne=600","heritability: 0.2"
"256",1.74428515567137,0.022818175285177,"./rand_400_2yr_nDH96_varE4_Ne600_GPselInt_Reps.csv","rand_400_2yr_nDH96_varE4_Ne600_GPselInt_Reps","rand",400,"2yr",8,"nDH96","Ne=600","heritability: 0.2"
