"","Mean","StdErr","Selection","Shorten","SelectSP","TestSP","Year","Cycles","nGP","Ne","varE"
"14",2.16823956085865,0.0340527455920185,"./pheno_1000_2yr_nDH96_varE1_Ne60_Mean_GP.csv","pheno_1000_2yr_nDH96_varE1_Ne60_Mean_GP","pheno",1000,"2yr",4,"nDH96","Ne=60","heritability: 0.5"
"16",3.46614709507104,0.0628605114235928,"./pheno_1000_2yr_nDH96_varE1_Ne60_Mean_GP.csv","pheno_1000_2yr_nDH96_varE1_Ne60_Mean_GP","pheno",1000,"2yr",6,"nDH96","Ne=60","heritability: 0.5"
"18",4.67054689454045,0.0744827671087306,"./pheno_1000_2yr_nDH96_varE1_Ne60_Mean_GP.csv","pheno_1000_2yr_nDH96_varE1_Ne60_Mean_GP","pheno",1000,"2yr",8,"nDH96","Ne=60","heritability: 0.5"
"20",5.83252435305589,0.07500052430401,"./pheno_1000_2yr_nDH96_varE1_Ne60_Mean_GP.csv","pheno_1000_2yr_nDH96_varE1_Ne60_Mean_GP","pheno",1000,"2yr",10,"nDH96","Ne=60","heritability: 0.5"
"22",0.701877237849021,0.0257951890949489,"./pheno_400_1yr_nDH96_varE1_Ne60_Mean_GP.csv","pheno_400_1yr_nDH96_varE1_Ne60_Mean_GP","pheno",400,"1yr",2,"nDH96","Ne=60","heritability: 0.5"
"23",1.94798541179466,0.0596089526843538,"./pheno_400_1yr_nDH96_varE1_Ne60_Mean_GP.csv","pheno_400_1yr_nDH96_varE1_Ne60_Mean_GP","pheno",400,"1yr",3,"nDH96","Ne=60","heritability: 0.5"
"24",3.09789139246672,0.0781600615042273,"./pheno_400_1yr_nDH96_varE1_Ne60_Mean_GP.csv","pheno_400_1yr_nDH96_varE1_Ne60_Mean_GP","pheno",400,"1yr",4,"nDH96","Ne=60","heritability: 0.5"
"25",4.08178166012899,0.0995209910102413,"./pheno_400_1yr_nDH96_varE1_Ne60_Mean_GP.csv","pheno_400_1yr_nDH96_varE1_Ne60_Mean_GP","pheno",400,"1yr",5,"nDH96","Ne=60","heritability: 0.5"
"26",5.0142926383405,0.109383664971149,"./pheno_400_1yr_nDH96_varE1_Ne60_Mean_GP.csv","pheno_400_1yr_nDH96_varE1_Ne60_Mean_GP","pheno",400,"1yr",6,"nDH96","Ne=60","heritability: 0.5"
"27",5.94161706131965,0.134523953714959,"./pheno_400_1yr_nDH96_varE1_Ne60_Mean_GP.csv","pheno_400_1yr_nDH96_varE1_Ne60_Mean_GP","pheno",400,"1yr",7,"nDH96","Ne=60","heritability: 0.5"
"28",6.73130909953799,0.135728957355459,"./pheno_400_1yr_nDH96_varE1_Ne60_Mean_GP.csv","pheno_400_1yr_nDH96_varE1_Ne60_Mean_GP","pheno",400,"1yr",8,"nDH96","Ne=60","heritability: 0.5"
"29",7.45218188985977,0.127516856823243,"./pheno_400_1yr_nDH96_varE1_Ne60_Mean_GP.csv","pheno_400_1yr_nDH96_varE1_Ne60_Mean_GP","pheno",400,"1yr",9,"nDH96","Ne=60","heritability: 0.5"
"30",8.13506780081431,0.128745282310941,"./pheno_400_1yr_nDH96_varE1_Ne60_Mean_GP.csv","pheno_400_1yr_nDH96_varE1_Ne60_Mean_GP","pheno",400,"1yr",10,"nDH96","Ne=60","heritability: 0.5"
"32",0.714437910889498,0.0264227566596775,"./pheno_400_2yr_nDH96_varE1_Ne60_Mean_GP.csv","pheno_400_2yr_nDH96_varE1_Ne60_Mean_GP","pheno",400,"2yr",2,"nDH96","Ne=60","heritability: 0.5"
"34",2.01906220572084,0.0515757453945436,"./pheno_400_2yr_nDH96_varE1_Ne60_Mean_GP.csv","pheno_400_2yr_nDH96_varE1_Ne60_Mean_GP","pheno",400,"2yr",4,"nDH96","Ne=60","heritability: 0.5"
"36",3.15496661574269,0.0714041352764155,"./pheno_400_2yr_nDH96_varE1_Ne60_Mean_GP.csv","pheno_400_2yr_nDH96_varE1_Ne60_Mean_GP","pheno",400,"2yr",6,"nDH96","Ne=60","heritability: 0.5"
"38",4.23632056795878,0.0822407982902118,"./pheno_400_2yr_nDH96_varE1_Ne60_Mean_GP.csv","pheno_400_2yr_nDH96_varE1_Ne60_Mean_GP","pheno",400,"2yr",8,"nDH96","Ne=60","heritability: 0.5"
"40",5.28321607262026,0.0879610479355733,"./pheno_400_2yr_nDH96_varE1_Ne60_Mean_GP.csv","pheno_400_2yr_nDH96_varE1_Ne60_Mean_GP","pheno",400,"2yr",10,"nDH96","Ne=60","heritability: 0.5"
"42",-0.00932499317501747,0.0147886463808978,"./rand_1000_1yr_nDH96_varE1_Ne60_Mean_GP.csv","rand_1000_1yr_nDH96_varE1_Ne60_Mean_GP","rand",1000,"1yr",2,"nDH96","Ne=60","heritability: 0.5"
"43",1.12542270040882,0.0366552223971204,"./rand_1000_1yr_nDH96_varE1_Ne60_Mean_GP.csv","rand_1000_1yr_nDH96_varE1_Ne60_Mean_GP","rand",1000,"1yr",3,"nDH96","Ne=60","heritability: 0.5"
"44",2.11762271704512,0.0448897849661729,"./rand_1000_1yr_nDH96_varE1_Ne60_Mean_GP.csv","rand_1000_1yr_nDH96_varE1_Ne60_Mean_GP","rand",1000,"1yr",4,"nDH96","Ne=60","heritability: 0.5"
"45",3.02311400340425,0.0536282136292393,"./rand_1000_1yr_nDH96_varE1_Ne60_Mean_GP.csv","rand_1000_1yr_nDH96_varE1_Ne60_Mean_GP","rand",1000,"1yr",5,"nDH96","Ne=60","heritability: 0.5"
"46",3.900763837285,0.0663403152965251,"./rand_1000_1yr_nDH96_varE1_Ne60_Mean_GP.csv","rand_1000_1yr_nDH96_varE1_Ne60_Mean_GP","rand",1000,"1yr",6,"nDH96","Ne=60","heritability: 0.5"
"47",4.79773674815226,0.0769060914128748,"./rand_1000_1yr_nDH96_varE1_Ne60_Mean_GP.csv","rand_1000_1yr_nDH96_varE1_Ne60_Mean_GP","rand",1000,"1yr",7,"nDH96","Ne=60","heritability: 0.5"
"48",5.64224348058586,0.0848408913249823,"./rand_1000_1yr_nDH96_varE1_Ne60_Mean_GP.csv","rand_1000_1yr_nDH96_varE1_Ne60_Mean_GP","rand",1000,"1yr",8,"nDH96","Ne=60","heritability: 0.5"
"49",6.44111778100275,0.0947083233480133,"./rand_1000_1yr_nDH96_varE1_Ne60_Mean_GP.csv","rand_1000_1yr_nDH96_varE1_Ne60_Mean_GP","rand",1000,"1yr",9,"nDH96","Ne=60","heritability: 0.5"
"50",7.22259493320619,0.103817656718118,"./rand_1000_1yr_nDH96_varE1_Ne60_Mean_GP.csv","rand_1000_1yr_nDH96_varE1_Ne60_Mean_GP","rand",1000,"1yr",10,"nDH96","Ne=60","heritability: 0.5"
"52",0.0147507262077319,0.016530446129112,"./rand_1000_2yr_nDH96_varE1_Ne60_Mean_GP.csv","rand_1000_2yr_nDH96_varE1_Ne60_Mean_GP","rand",1000,"2yr",2,"nDH96","Ne=60","heritability: 0.5"
"54",1.12153612601877,0.0253845326327562,"./rand_1000_2yr_nDH96_varE1_Ne60_Mean_GP.csv","rand_1000_2yr_nDH96_varE1_Ne60_Mean_GP","rand",1000,"2yr",4,"nDH96","Ne=60","heritability: 0.5"
"56",2.15838373330864,0.0432163839394516,"./rand_1000_2yr_nDH96_varE1_Ne60_Mean_GP.csv","rand_1000_2yr_nDH96_varE1_Ne60_Mean_GP","rand",1000,"2yr",6,"nDH96","Ne=60","heritability: 0.5"
"58",3.13832566030051,0.0604027051869651,"./rand_1000_2yr_nDH96_varE1_Ne60_Mean_GP.csv","rand_1000_2yr_nDH96_varE1_Ne60_Mean_GP","rand",1000,"2yr",8,"nDH96","Ne=60","heritability: 0.5"
"60",4.04201150705298,0.0557636741017686,"./rand_1000_2yr_nDH96_varE1_Ne60_Mean_GP.csv","rand_1000_2yr_nDH96_varE1_Ne60_Mean_GP","rand",1000,"2yr",10,"nDH96","Ne=60","heritability: 0.5"
"62",-0.0312936629575832,0.0244470935175719,"./rand_400_1yr_nDH96_varE1_Ne60_Mean_GP.csv","rand_400_1yr_nDH96_varE1_Ne60_Mean_GP","rand",400,"1yr",2,"nDH96","Ne=60","heritability: 0.5"
"63",1.01204554815417,0.0626477312492127,"./rand_400_1yr_nDH96_varE1_Ne60_Mean_GP.csv","rand_400_1yr_nDH96_varE1_Ne60_Mean_GP","rand",400,"1yr",3,"nDH96","Ne=60","heritability: 0.5"
"64",1.91720552806156,0.0881404195775574,"./rand_400_1yr_nDH96_varE1_Ne60_Mean_GP.csv","rand_400_1yr_nDH96_varE1_Ne60_Mean_GP","rand",400,"1yr",4,"nDH96","Ne=60","heritability: 0.5"
"65",2.72483854595649,0.110395677842574,"./rand_400_1yr_nDH96_varE1_Ne60_Mean_GP.csv","rand_400_1yr_nDH96_varE1_Ne60_Mean_GP","rand",400,"1yr",5,"nDH96","Ne=60","heritability: 0.5"
"66",3.54172916809202,0.121437677095096,"./rand_400_1yr_nDH96_varE1_Ne60_Mean_GP.csv","rand_400_1yr_nDH96_varE1_Ne60_Mean_GP","rand",400,"1yr",6,"nDH96","Ne=60","heritability: 0.5"
"67",4.2675150108986,0.129825427831524,"./rand_400_1yr_nDH96_varE1_Ne60_Mean_GP.csv","rand_400_1yr_nDH96_varE1_Ne60_Mean_GP","rand",400,"1yr",7,"nDH96","Ne=60","heritability: 0.5"
"68",4.9686114252476,0.135256626954484,"./rand_400_1yr_nDH96_varE1_Ne60_Mean_GP.csv","rand_400_1yr_nDH96_varE1_Ne60_Mean_GP","rand",400,"1yr",8,"nDH96","Ne=60","heritability: 0.5"
"69",5.68831975552819,0.135741743088399,"./rand_400_1yr_nDH96_varE1_Ne60_Mean_GP.csv","rand_400_1yr_nDH96_varE1_Ne60_Mean_GP","rand",400,"1yr",9,"nDH96","Ne=60","heritability: 0.5"
"70",6.35241772846563,0.136812989964425,"./rand_400_1yr_nDH96_varE1_Ne60_Mean_GP.csv","rand_400_1yr_nDH96_varE1_Ne60_Mean_GP","rand",400,"1yr",10,"nDH96","Ne=60","heritability: 0.5"
"72",-0.00219109740573363,0.0233045745108284,"./rand_400_2yr_nDH96_varE1_Ne60_Mean_GP.csv","rand_400_2yr_nDH96_varE1_Ne60_Mean_GP","rand",400,"2yr",2,"nDH96","Ne=60","heritability: 0.5"
"74",0.953149655733235,0.0526279118225662,"./rand_400_2yr_nDH96_varE1_Ne60_Mean_GP.csv","rand_400_2yr_nDH96_varE1_Ne60_Mean_GP","rand",400,"2yr",4,"nDH96","Ne=60","heritability: 0.5"
"76",1.80640620743248,0.0712376967800248,"./rand_400_2yr_nDH96_varE1_Ne60_Mean_GP.csv","rand_400_2yr_nDH96_varE1_Ne60_Mean_GP","rand",400,"2yr",6,"nDH96","Ne=60","heritability: 0.5"
"78",2.64976453113256,0.0775204576442128,"./rand_400_2yr_nDH96_varE1_Ne60_Mean_GP.csv","rand_400_2yr_nDH96_varE1_Ne60_Mean_GP","rand",400,"2yr",8,"nDH96","Ne=60","heritability: 0.5"
"80",3.47786846800378,0.0866224844868521,"./rand_400_2yr_nDH96_varE1_Ne60_Mean_GP.csv","rand_400_2yr_nDH96_varE1_Ne60_Mean_GP","rand",400,"2yr",10,"nDH96","Ne=60","heritability: 0.5"
"82",0.717865092416193,0.0166461380639003,"./pheno_1000_1yr_nDH96_varE1_Ne600_Mean_GP.csv","pheno_1000_1yr_nDH96_varE1_Ne600_Mean_GP","pheno",1000,"1yr",2,"nDH96","Ne=600","heritability: 0.5"
"83",1.86598656546365,0.0417704335361511,"./pheno_1000_1yr_nDH96_varE1_Ne600_Mean_GP.csv","pheno_1000_1yr_nDH96_varE1_Ne600_Mean_GP","pheno",1000,"1yr",3,"nDH96","Ne=600","heritability: 0.5"
"84",2.90980772775826,0.0709611156914677,"./pheno_1000_1yr_nDH96_varE1_Ne600_Mean_GP.csv","pheno_1000_1yr_nDH96_varE1_Ne600_Mean_GP","pheno",1000,"1yr",4,"nDH96","Ne=600","heritability: 0.5"
"85",3.87427011751282,0.0838915121862426,"./pheno_1000_1yr_nDH96_varE1_Ne600_Mean_GP.csv","pheno_1000_1yr_nDH96_varE1_Ne600_Mean_GP","pheno",1000,"1yr",5,"nDH96","Ne=600","heritability: 0.5"
"86",4.8131984886579,0.0820049340674777,"./pheno_1000_1yr_nDH96_varE1_Ne600_Mean_GP.csv","pheno_1000_1yr_nDH96_varE1_Ne600_Mean_GP","pheno",1000,"1yr",6,"nDH96","Ne=600","heritability: 0.5"
"87",5.73427541909985,0.0913983938344799,"./pheno_1000_1yr_nDH96_varE1_Ne600_Mean_GP.csv","pheno_1000_1yr_nDH96_varE1_Ne600_Mean_GP","pheno",1000,"1yr",7,"nDH96","Ne=600","heritability: 0.5"
"88",6.64440187084329,0.0916311702261981,"./pheno_1000_1yr_nDH96_varE1_Ne600_Mean_GP.csv","pheno_1000_1yr_nDH96_varE1_Ne600_Mean_GP","pheno",1000,"1yr",8,"nDH96","Ne=600","heritability: 0.5"
"89",7.56663267299469,0.0905639771258359,"./pheno_1000_1yr_nDH96_varE1_Ne600_Mean_GP.csv","pheno_1000_1yr_nDH96_varE1_Ne600_Mean_GP","pheno",1000,"1yr",9,"nDH96","Ne=600","heritability: 0.5"
"90",8.39291842352307,0.0870905357605616,"./pheno_1000_1yr_nDH96_varE1_Ne600_Mean_GP.csv","pheno_1000_1yr_nDH96_varE1_Ne600_Mean_GP","pheno",1000,"1yr",10,"nDH96","Ne=600","heritability: 0.5"
"92",0.727017865344711,0.0136905137542035,"./pheno_1000_2yr_nDH96_varE1_Ne600_Mean_GP.csv","pheno_1000_2yr_nDH96_varE1_Ne600_Mean_GP","pheno",1000,"2yr",2,"nDH96","Ne=600","heritability: 0.5"
"94",1.92653084260245,0.041273967934257,"./pheno_1000_2yr_nDH96_varE1_Ne600_Mean_GP.csv","pheno_1000_2yr_nDH96_varE1_Ne600_Mean_GP","pheno",1000,"2yr",4,"nDH96","Ne=600","heritability: 0.5"
"96",2.94805923502702,0.0568042693322471,"./pheno_1000_2yr_nDH96_varE1_Ne600_Mean_GP.csv","pheno_1000_2yr_nDH96_varE1_Ne600_Mean_GP","pheno",1000,"2yr",6,"nDH96","Ne=600","heritability: 0.5"
"98",3.99060898257826,0.0784664817601686,"./pheno_1000_2yr_nDH96_varE1_Ne600_Mean_GP.csv","pheno_1000_2yr_nDH96_varE1_Ne600_Mean_GP","pheno",1000,"2yr",8,"nDH96","Ne=600","heritability: 0.5"
"100",5.02540902476515,0.093535757481796,"./pheno_1000_2yr_nDH96_varE1_Ne600_Mean_GP.csv","pheno_1000_2yr_nDH96_varE1_Ne600_Mean_GP","pheno",1000,"2yr",10,"nDH96","Ne=600","heritability: 0.5"
"102",0.654437510229921,0.0205545100184433,"./pheno_400_1yr_nDH96_varE1_Ne600_Mean_GP.csv","pheno_400_1yr_nDH96_varE1_Ne600_Mean_GP","pheno",400,"1yr",2,"nDH96","Ne=600","heritability: 0.5"
"103",1.60885590371024,0.0457574212708403,"./pheno_400_1yr_nDH96_varE1_Ne600_Mean_GP.csv","pheno_400_1yr_nDH96_varE1_Ne600_Mean_GP","pheno",400,"1yr",3,"nDH96","Ne=600","heritability: 0.5"
"104",2.46486246289534,0.078779609841701,"./pheno_400_1yr_nDH96_varE1_Ne600_Mean_GP.csv","pheno_400_1yr_nDH96_varE1_Ne600_Mean_GP","pheno",400,"1yr",4,"nDH96","Ne=600","heritability: 0.5"
"105",3.32639363020165,0.0793642637345491,"./pheno_400_1yr_nDH96_varE1_Ne600_Mean_GP.csv","pheno_400_1yr_nDH96_varE1_Ne600_Mean_GP","pheno",400,"1yr",5,"nDH96","Ne=600","heritability: 0.5"
"106",4.13998412158951,0.0670223640467307,"./pheno_400_1yr_nDH96_varE1_Ne600_Mean_GP.csv","pheno_400_1yr_nDH96_varE1_Ne600_Mean_GP","pheno",400,"1yr",6,"nDH96","Ne=600","heritability: 0.5"
"107",4.94143004871783,0.074363123696079,"./pheno_400_1yr_nDH96_varE1_Ne600_Mean_GP.csv","pheno_400_1yr_nDH96_varE1_Ne600_Mean_GP","pheno",400,"1yr",7,"nDH96","Ne=600","heritability: 0.5"
"108",5.67266161229688,0.0869510788654344,"./pheno_400_1yr_nDH96_varE1_Ne600_Mean_GP.csv","pheno_400_1yr_nDH96_varE1_Ne600_Mean_GP","pheno",400,"1yr",8,"nDH96","Ne=600","heritability: 0.5"
"109",6.35196380828827,0.104290339453972,"./pheno_400_1yr_nDH96_varE1_Ne600_Mean_GP.csv","pheno_400_1yr_nDH96_varE1_Ne600_Mean_GP","pheno",400,"1yr",9,"nDH96","Ne=600","heritability: 0.5"
"110",6.94314643675082,0.125010031170507,"./pheno_400_1yr_nDH96_varE1_Ne600_Mean_GP.csv","pheno_400_1yr_nDH96_varE1_Ne600_Mean_GP","pheno",400,"1yr",10,"nDH96","Ne=600","heritability: 0.5"
"112",0.702516262973086,0.0167885935888265,"./pheno_400_2yr_nDH96_varE1_Ne600_Mean_GP.csv","pheno_400_2yr_nDH96_varE1_Ne600_Mean_GP","pheno",400,"2yr",2,"nDH96","Ne=600","heritability: 0.5"
"114",1.80947720156385,0.066641161638595,"./pheno_400_2yr_nDH96_varE1_Ne600_Mean_GP.csv","pheno_400_2yr_nDH96_varE1_Ne600_Mean_GP","pheno",400,"2yr",4,"nDH96","Ne=600","heritability: 0.5"
"116",2.8826822449781,0.0600022762793896,"./pheno_400_2yr_nDH96_varE1_Ne600_Mean_GP.csv","pheno_400_2yr_nDH96_varE1_Ne600_Mean_GP","pheno",400,"2yr",6,"nDH96","Ne=600","heritability: 0.5"
"118",3.68249380635965,0.0826211201753506,"./pheno_400_2yr_nDH96_varE1_Ne600_Mean_GP.csv","pheno_400_2yr_nDH96_varE1_Ne600_Mean_GP","pheno",400,"2yr",8,"nDH96","Ne=600","heritability: 0.5"
"120",4.47357113990262,0.0889307268120305,"./pheno_400_2yr_nDH96_varE1_Ne600_Mean_GP.csv","pheno_400_2yr_nDH96_varE1_Ne600_Mean_GP","pheno",400,"2yr",10,"nDH96","Ne=600","heritability: 0.5"
"122",-0.0130147628528882,0.0132959607865944,"./rand_1000_1yr_nDH96_varE1_Ne600_Mean_GP.csv","rand_1000_1yr_nDH96_varE1_Ne600_Mean_GP","rand",1000,"1yr",2,"nDH96","Ne=600","heritability: 0.5"
"123",0.827022530590909,0.0313583362323258,"./rand_1000_1yr_nDH96_varE1_Ne600_Mean_GP.csv","rand_1000_1yr_nDH96_varE1_Ne600_Mean_GP","rand",1000,"1yr",3,"nDH96","Ne=600","heritability: 0.5"
"124",1.51987931582346,0.0489395517113813,"./rand_1000_1yr_nDH96_varE1_Ne600_Mean_GP.csv","rand_1000_1yr_nDH96_varE1_Ne600_Mean_GP","rand",1000,"1yr",4,"nDH96","Ne=600","heritability: 0.5"
"125",2.20597238770645,0.0865391210510817,"./rand_1000_1yr_nDH96_varE1_Ne600_Mean_GP.csv","rand_1000_1yr_nDH96_varE1_Ne600_Mean_GP","rand",1000,"1yr",5,"nDH96","Ne=600","heritability: 0.5"
"126",2.90620701051255,0.099597956430274,"./rand_1000_1yr_nDH96_varE1_Ne600_Mean_GP.csv","rand_1000_1yr_nDH96_varE1_Ne600_Mean_GP","rand",1000,"1yr",6,"nDH96","Ne=600","heritability: 0.5"
"127",3.59457493930404,0.110138204133634,"./rand_1000_1yr_nDH96_varE1_Ne600_Mean_GP.csv","rand_1000_1yr_nDH96_varE1_Ne600_Mean_GP","rand",1000,"1yr",7,"nDH96","Ne=600","heritability: 0.5"
"128",4.30593860289657,0.111439108747087,"./rand_1000_1yr_nDH96_varE1_Ne600_Mean_GP.csv","rand_1000_1yr_nDH96_varE1_Ne600_Mean_GP","rand",1000,"1yr",8,"nDH96","Ne=600","heritability: 0.5"
"129",5.01000383439424,0.113825906870193,"./rand_1000_1yr_nDH96_varE1_Ne600_Mean_GP.csv","rand_1000_1yr_nDH96_varE1_Ne600_Mean_GP","rand",1000,"1yr",9,"nDH96","Ne=600","heritability: 0.5"
"130",5.64541782609202,0.107415116122385,"./rand_1000_1yr_nDH96_varE1_Ne600_Mean_GP.csv","rand_1000_1yr_nDH96_varE1_Ne600_Mean_GP","rand",1000,"1yr",10,"nDH96","Ne=600","heritability: 0.5"
"132",0.00200263011653478,0.0163151504015359,"./rand_1000_2yr_nDH96_varE1_Ne600_Mean_GP.csv","rand_1000_2yr_nDH96_varE1_Ne600_Mean_GP","rand",1000,"2yr",2,"nDH96","Ne=600","heritability: 0.5"
"134",0.794715589280469,0.0302706952938982,"./rand_1000_2yr_nDH96_varE1_Ne600_Mean_GP.csv","rand_1000_2yr_nDH96_varE1_Ne600_Mean_GP","rand",1000,"2yr",4,"nDH96","Ne=600","heritability: 0.5"
"136",1.52479121855129,0.0542190468007338,"./rand_1000_2yr_nDH96_varE1_Ne600_Mean_GP.csv","rand_1000_2yr_nDH96_varE1_Ne600_Mean_GP","rand",1000,"2yr",6,"nDH96","Ne=600","heritability: 0.5"
"138",2.24624544826049,0.0653729504955393,"./rand_1000_2yr_nDH96_varE1_Ne600_Mean_GP.csv","rand_1000_2yr_nDH96_varE1_Ne600_Mean_GP","rand",1000,"2yr",8,"nDH96","Ne=600","heritability: 0.5"
"140",2.93335160462804,0.0695751985042686,"./rand_1000_2yr_nDH96_varE1_Ne600_Mean_GP.csv","rand_1000_2yr_nDH96_varE1_Ne600_Mean_GP","rand",1000,"2yr",10,"nDH96","Ne=600","heritability: 0.5"
"142",0.0259341379405793,0.0198836870472707,"./rand_400_1yr_nDH96_varE1_Ne600_Mean_GP.csv","rand_400_1yr_nDH96_varE1_Ne600_Mean_GP","rand",400,"1yr",2,"nDH96","Ne=600","heritability: 0.5"
"143",0.785238225046929,0.0562905607232917,"./rand_400_1yr_nDH96_varE1_Ne600_Mean_GP.csv","rand_400_1yr_nDH96_varE1_Ne600_Mean_GP","rand",400,"1yr",3,"nDH96","Ne=600","heritability: 0.5"
"144",1.55091058639854,0.0752787429136553,"./rand_400_1yr_nDH96_varE1_Ne600_Mean_GP.csv","rand_400_1yr_nDH96_varE1_Ne600_Mean_GP","rand",400,"1yr",4,"nDH96","Ne=600","heritability: 0.5"
"145",2.14877842203451,0.108648638599586,"./rand_400_1yr_nDH96_varE1_Ne600_Mean_GP.csv","rand_400_1yr_nDH96_varE1_Ne600_Mean_GP","rand",400,"1yr",5,"nDH96","Ne=600","heritability: 0.5"
"146",2.75207649747034,0.119075274226292,"./rand_400_1yr_nDH96_varE1_Ne600_Mean_GP.csv","rand_400_1yr_nDH96_varE1_Ne600_Mean_GP","rand",400,"1yr",6,"nDH96","Ne=600","heritability: 0.5"
"147",3.37284890791039,0.128276657623147,"./rand_400_1yr_nDH96_varE1_Ne600_Mean_GP.csv","rand_400_1yr_nDH96_varE1_Ne600_Mean_GP","rand",400,"1yr",7,"nDH96","Ne=600","heritability: 0.5"
"148",3.96464823260697,0.12673577954318,"./rand_400_1yr_nDH96_varE1_Ne600_Mean_GP.csv","rand_400_1yr_nDH96_varE1_Ne600_Mean_GP","rand",400,"1yr",8,"nDH96","Ne=600","heritability: 0.5"
"149",4.49109185886441,0.118945645461777,"./rand_400_1yr_nDH96_varE1_Ne600_Mean_GP.csv","rand_400_1yr_nDH96_varE1_Ne600_Mean_GP","rand",400,"1yr",9,"nDH96","Ne=600","heritability: 0.5"
"150",5.01560629559513,0.126215156679792,"./rand_400_1yr_nDH96_varE1_Ne600_Mean_GP.csv","rand_400_1yr_nDH96_varE1_Ne600_Mean_GP","rand",400,"1yr",10,"nDH96","Ne=600","heritability: 0.5"
"152",0.0137606355929293,0.0205506204167252,"./rand_400_2yr_nDH96_varE1_Ne600_Mean_GP.csv","rand_400_2yr_nDH96_varE1_Ne600_Mean_GP","rand",400,"2yr",2,"nDH96","Ne=600","heritability: 0.5"
"154",0.816318698310283,0.0340039306695346,"./rand_400_2yr_nDH96_varE1_Ne600_Mean_GP.csv","rand_400_2yr_nDH96_varE1_Ne600_Mean_GP","rand",400,"2yr",4,"nDH96","Ne=600","heritability: 0.5"
"156",1.45651822254753,0.0664208746739713,"./rand_400_2yr_nDH96_varE1_Ne600_Mean_GP.csv","rand_400_2yr_nDH96_varE1_Ne600_Mean_GP","rand",400,"2yr",6,"nDH96","Ne=600","heritability: 0.5"
"158",2.0633053030515,0.0633537241546249,"./rand_400_2yr_nDH96_varE1_Ne600_Mean_GP.csv","rand_400_2yr_nDH96_varE1_Ne600_Mean_GP","rand",400,"2yr",8,"nDH96","Ne=600","heritability: 0.5"
"160",2.69860857785676,0.07402760940033,"./rand_400_2yr_nDH96_varE1_Ne600_Mean_GP.csv","rand_400_2yr_nDH96_varE1_Ne600_Mean_GP","rand",400,"2yr",10,"nDH96","Ne=600","heritability: 0.5"
"162",0.412198753103762,0.0164555970004342,"./pheno_1000_1yr_nDH96_varE4_Ne60_Mean_GP.csv","pheno_1000_1yr_nDH96_varE4_Ne60_Mean_GP","pheno",1000,"1yr",2,"nDH96","Ne=60","heritability: 0.2"
"163",1.50860514688857,0.0312770398296998,"./pheno_1000_1yr_nDH96_varE4_Ne60_Mean_GP.csv","pheno_1000_1yr_nDH96_varE4_Ne60_Mean_GP","pheno",1000,"1yr",3,"nDH96","Ne=60","heritability: 0.2"
