"","Mean","StdErr","Selection","Shorten","SelectSP","TestSP","Year","Cycles","nGP","Ne","varE"
"2",1.73715367350201,0.00623397709957001,"./pheno_1000_1yr_nDH24_varE1_Ne60_SPselInt_Reps.csv","pheno_1000_1yr_nDH24_varE1_Ne60_SPselInt_Reps","pheno",1000,"1yr",2,"nDH24","Ne=60","heritability: 0.5"
"3",1.76075043375503,0.00808028047114465,"./pheno_1000_1yr_nDH24_varE1_Ne60_SPselInt_Reps.csv","pheno_1000_1yr_nDH24_varE1_Ne60_SPselInt_Reps","pheno",1000,"1yr",3,"nDH24","Ne=60","heritability: 0.5"
"4",1.75809883047309,0.00795497137896859,"./pheno_1000_1yr_nDH24_varE1_Ne60_SPselInt_Reps.csv","pheno_1000_1yr_nDH24_varE1_Ne60_SPselInt_Reps","pheno",1000,"1yr",4,"nDH24","Ne=60","heritability: 0.5"
"5",1.76150052925128,0.00785880661650519,"./pheno_1000_1yr_nDH24_varE1_Ne60_SPselInt_Reps.csv","pheno_1000_1yr_nDH24_varE1_Ne60_SPselInt_Reps","pheno",1000,"1yr",5,"nDH24","Ne=60","heritability: 0.5"
"6",1.7710815143227,0.00593249047445811,"./pheno_1000_1yr_nDH24_varE1_Ne60_SPselInt_Reps.csv","pheno_1000_1yr_nDH24_varE1_Ne60_SPselInt_Reps","pheno",1000,"1yr",6,"nDH24","Ne=60","heritability: 0.5"
"7",1.75708822436875,0.00714494669434446,"./pheno_1000_1yr_nDH24_varE1_Ne60_SPselInt_Reps.csv","pheno_1000_1yr_nDH24_varE1_Ne60_SPselInt_Reps","pheno",1000,"1yr",7,"nDH24","Ne=60","heritability: 0.5"
"8",1.75812203985258,0.00779763203132184,"./pheno_1000_1yr_nDH24_varE1_Ne60_SPselInt_Reps.csv","pheno_1000_1yr_nDH24_varE1_Ne60_SPselInt_Reps","pheno",1000,"1yr",8,"nDH24","Ne=60","heritability: 0.5"
"9",1.74820240538509,0.00815863495003739,"./pheno_1000_1yr_nDH24_varE1_Ne60_SPselInt_Reps.csv","pheno_1000_1yr_nDH24_varE1_Ne60_SPselInt_Reps","pheno",1000,"1yr",9,"nDH24","Ne=60","heritability: 0.5"
"10",1.75158254919932,0.00642111054151513,"./pheno_1000_1yr_nDH24_varE1_Ne60_SPselInt_Reps.csv","pheno_1000_1yr_nDH24_varE1_Ne60_SPselInt_Reps","pheno",1000,"1yr",10,"nDH24","Ne=60","heritability: 0.5"
"12",1.77436481110098,0.00796412979044511,"./pheno_1000_2yr_nDH24_varE1_Ne60_SPselInt_Reps.csv","pheno_1000_2yr_nDH24_varE1_Ne60_SPselInt_Reps","pheno",1000,"2yr",2,"nDH24","Ne=60","heritability: 0.5"
"14",1.75977025640196,0.0088801061949798,"./pheno_1000_2yr_nDH24_varE1_Ne60_SPselInt_Reps.csv","pheno_1000_2yr_nDH24_varE1_Ne60_SPselInt_Reps","pheno",1000,"2yr",4,"nDH24","Ne=60","heritability: 0.5"
"16",1.76352746107771,0.0095133142879106,"./pheno_1000_2yr_nDH24_varE1_Ne60_SPselInt_Reps.csv","pheno_1000_2yr_nDH24_varE1_Ne60_SPselInt_Reps","pheno",1000,"2yr",6,"nDH24","Ne=60","heritability: 0.5"
"18",1.7593296690956,0.00566866509787899,"./pheno_1000_2yr_nDH24_varE1_Ne60_SPselInt_Reps.csv","pheno_1000_2yr_nDH24_varE1_Ne60_SPselInt_Reps","pheno",1000,"2yr",8,"nDH24","Ne=60","heritability: 0.5"
"20",1.77021209708074,0.00743911823969856,"./pheno_1000_2yr_nDH24_varE1_Ne60_SPselInt_Reps.csv","pheno_1000_2yr_nDH24_varE1_Ne60_SPselInt_Reps","pheno",1000,"2yr",10,"nDH24","Ne=60","heritability: 0.5"
"22",1.75820086464461,0.0138333470022891,"./pheno_400_1yr_nDH24_varE1_Ne60_SPselInt_Reps.csv","pheno_400_1yr_nDH24_varE1_Ne60_SPselInt_Reps","pheno",400,"1yr",2,"nDH24","Ne=60","heritability: 0.5"
"23",1.74687443634381,0.011035414732516,"./pheno_400_1yr_nDH24_varE1_Ne60_SPselInt_Reps.csv","pheno_400_1yr_nDH24_varE1_Ne60_SPselInt_Reps","pheno",400,"1yr",3,"nDH24","Ne=60","heritability: 0.5"
"24",1.7721081394129,0.0112782750272617,"./pheno_400_1yr_nDH24_varE1_Ne60_SPselInt_Reps.csv","pheno_400_1yr_nDH24_varE1_Ne60_SPselInt_Reps","pheno",400,"1yr",4,"nDH24","Ne=60","heritability: 0.5"
"25",1.7296046125267,0.0145622249103994,"./pheno_400_1yr_nDH24_varE1_Ne60_SPselInt_Reps.csv","pheno_400_1yr_nDH24_varE1_Ne60_SPselInt_Reps","pheno",400,"1yr",5,"nDH24","Ne=60","heritability: 0.5"
"26",1.769705201682,0.00834465042851056,"./pheno_400_1yr_nDH24_varE1_Ne60_SPselInt_Reps.csv","pheno_400_1yr_nDH24_varE1_Ne60_SPselInt_Reps","pheno",400,"1yr",6,"nDH24","Ne=60","heritability: 0.5"
"27",1.75083791347208,0.0130867426642601,"./pheno_400_1yr_nDH24_varE1_Ne60_SPselInt_Reps.csv","pheno_400_1yr_nDH24_varE1_Ne60_SPselInt_Reps","pheno",400,"1yr",7,"nDH24","Ne=60","heritability: 0.5"
"28",1.75551214024011,0.0152476281660522,"./pheno_400_1yr_nDH24_varE1_Ne60_SPselInt_Reps.csv","pheno_400_1yr_nDH24_varE1_Ne60_SPselInt_Reps","pheno",400,"1yr",8,"nDH24","Ne=60","heritability: 0.5"
"29",1.7379714521599,0.014766556112398,"./pheno_400_1yr_nDH24_varE1_Ne60_SPselInt_Reps.csv","pheno_400_1yr_nDH24_varE1_Ne60_SPselInt_Reps","pheno",400,"1yr",9,"nDH24","Ne=60","heritability: 0.5"
"30",1.73354026215986,0.0102469281291399,"./pheno_400_1yr_nDH24_varE1_Ne60_SPselInt_Reps.csv","pheno_400_1yr_nDH24_varE1_Ne60_SPselInt_Reps","pheno",400,"1yr",10,"nDH24","Ne=60","heritability: 0.5"
"32",1.75936427757071,0.0142252163244206,"./pheno_400_2yr_nDH24_varE1_Ne60_SPselInt_Reps.csv","pheno_400_2yr_nDH24_varE1_Ne60_SPselInt_Reps","pheno",400,"2yr",2,"nDH24","Ne=60","heritability: 0.5"
"34",1.75303779991411,0.0113408420222147,"./pheno_400_2yr_nDH24_varE1_Ne60_SPselInt_Reps.csv","pheno_400_2yr_nDH24_varE1_Ne60_SPselInt_Reps","pheno",400,"2yr",4,"nDH24","Ne=60","heritability: 0.5"
"36",1.75544841261929,0.0128216605374755,"./pheno_400_2yr_nDH24_varE1_Ne60_SPselInt_Reps.csv","pheno_400_2yr_nDH24_varE1_Ne60_SPselInt_Reps","pheno",400,"2yr",6,"nDH24","Ne=60","heritability: 0.5"
"38",1.75178677152121,0.0103174345123381,"./pheno_400_2yr_nDH24_varE1_Ne60_SPselInt_Reps.csv","pheno_400_2yr_nDH24_varE1_Ne60_SPselInt_Reps","pheno",400,"2yr",8,"nDH24","Ne=60","heritability: 0.5"
"40",1.74508539888629,0.0150792166061681,"./pheno_400_2yr_nDH24_varE1_Ne60_SPselInt_Reps.csv","pheno_400_2yr_nDH24_varE1_Ne60_SPselInt_Reps","pheno",400,"2yr",10,"nDH24","Ne=60","heritability: 0.5"
"42",0.0176738446025851,0.0220041156477318,"./rand_1000_1yr_nDH24_varE1_Ne60_SPselInt_Reps.csv","rand_1000_1yr_nDH24_varE1_Ne60_SPselInt_Reps","rand",1000,"1yr",2,"nDH24","Ne=60","heritability: 0.5"
"43",0.0117913419593243,0.0195182793265673,"./rand_1000_1yr_nDH24_varE1_Ne60_SPselInt_Reps.csv","rand_1000_1yr_nDH24_varE1_Ne60_SPselInt_Reps","rand",1000,"1yr",3,"nDH24","Ne=60","heritability: 0.5"
"44",-0.00583809892235104,0.0163598913196509,"./rand_1000_1yr_nDH24_varE1_Ne60_SPselInt_Reps.csv","rand_1000_1yr_nDH24_varE1_Ne60_SPselInt_Reps","rand",1000,"1yr",4,"nDH24","Ne=60","heritability: 0.5"
"45",-0.0185027281327431,0.0271276512046413,"./rand_1000_1yr_nDH24_varE1_Ne60_SPselInt_Reps.csv","rand_1000_1yr_nDH24_varE1_Ne60_SPselInt_Reps","rand",1000,"1yr",5,"nDH24","Ne=60","heritability: 0.5"
"46",-0.0175797992727096,0.0204308001795574,"./rand_1000_1yr_nDH24_varE1_Ne60_SPselInt_Reps.csv","rand_1000_1yr_nDH24_varE1_Ne60_SPselInt_Reps","rand",1000,"1yr",6,"nDH24","Ne=60","heritability: 0.5"
"47",-0.000344624848397335,0.022467030194411,"./rand_1000_1yr_nDH24_varE1_Ne60_SPselInt_Reps.csv","rand_1000_1yr_nDH24_varE1_Ne60_SPselInt_Reps","rand",1000,"1yr",7,"nDH24","Ne=60","heritability: 0.5"
"48",-0.0189668504588924,0.0222691000158344,"./rand_1000_1yr_nDH24_varE1_Ne60_SPselInt_Reps.csv","rand_1000_1yr_nDH24_varE1_Ne60_SPselInt_Reps","rand",1000,"1yr",8,"nDH24","Ne=60","heritability: 0.5"
"49",-0.0407468685195371,0.0164484561733257,"./rand_1000_1yr_nDH24_varE1_Ne60_SPselInt_Reps.csv","rand_1000_1yr_nDH24_varE1_Ne60_SPselInt_Reps","rand",1000,"1yr",9,"nDH24","Ne=60","heritability: 0.5"
"50",-0.0260999094394832,0.0227351119050653,"./rand_1000_1yr_nDH24_varE1_Ne60_SPselInt_Reps.csv","rand_1000_1yr_nDH24_varE1_Ne60_SPselInt_Reps","rand",1000,"1yr",10,"nDH24","Ne=60","heritability: 0.5"
"52",-0.0130820956361831,0.0196014394100517,"./rand_1000_2yr_nDH24_varE1_Ne60_SPselInt_Reps.csv","rand_1000_2yr_nDH24_varE1_Ne60_SPselInt_Reps","rand",1000,"2yr",2,"nDH24","Ne=60","heritability: 0.5"
"54",-0.0167976451253758,0.0141051657663158,"./rand_1000_2yr_nDH24_varE1_Ne60_SPselInt_Reps.csv","rand_1000_2yr_nDH24_varE1_Ne60_SPselInt_Reps","rand",1000,"2yr",4,"nDH24","Ne=60","heritability: 0.5"
"56",-0.0138611237302076,0.0219943976702981,"./rand_1000_2yr_nDH24_varE1_Ne60_SPselInt_Reps.csv","rand_1000_2yr_nDH24_varE1_Ne60_SPselInt_Reps","rand",1000,"2yr",6,"nDH24","Ne=60","heritability: 0.5"
"58",-0.00563595294643163,0.0207961175561476,"./rand_1000_2yr_nDH24_varE1_Ne60_SPselInt_Reps.csv","rand_1000_2yr_nDH24_varE1_Ne60_SPselInt_Reps","rand",1000,"2yr",8,"nDH24","Ne=60","heritability: 0.5"
"60",0.00646904383678692,0.0219546845560275,"./rand_1000_2yr_nDH24_varE1_Ne60_SPselInt_Reps.csv","rand_1000_2yr_nDH24_varE1_Ne60_SPselInt_Reps","rand",1000,"2yr",10,"nDH24","Ne=60","heritability: 0.5"
"62",0.0207109295024451,0.0343427337488852,"./rand_400_1yr_nDH24_varE1_Ne60_SPselInt_Reps.csv","rand_400_1yr_nDH24_varE1_Ne60_SPselInt_Reps","rand",400,"1yr",2,"nDH24","Ne=60","heritability: 0.5"
