"","Mean","StdErr","Selection","Shorten","SelectSP","TestSP","Year","Cycles","nDH","Ne","varE"
"49",0.831302819252205,0.00532171335741519,"./rand_400_1yr_nDH24_varE1_Ne60_Sd_GP.csv","rand_400_1yr_nDH24_varE1_Ne60_Sd_GP","rand",400,"1yr",7,"nDH24","Ne60","varE1"
"50",0.998793867247069,0.00613668517858582,"./rand_400_2yr_nDH24_varE1_Ne60_Sd_GP.csv","rand_400_2yr_nDH24_varE1_Ne60_Sd_GP","rand",400,"2yr",1,"nDH24","Ne60","varE1"
"51",0.989434102201132,0.00616987067042567,"./rand_400_2yr_nDH24_varE1_Ne60_Sd_GP.csv","rand_400_2yr_nDH24_varE1_Ne60_Sd_GP","rand",400,"2yr",2,"nDH24","Ne60","varE1"
"52",0.936957376372366,0.00650387370745695,"./rand_400_2yr_nDH24_varE1_Ne60_Sd_GP.csv","rand_400_2yr_nDH24_varE1_Ne60_Sd_GP","rand",400,"2yr",3,"nDH24","Ne60","varE1"
"53",0.932942291904691,0.00636663823127726,"./rand_400_2yr_nDH24_varE1_Ne60_Sd_GP.csv","rand_400_2yr_nDH24_varE1_Ne60_Sd_GP","rand",400,"2yr",4,"nDH24","Ne60","varE1"
"54",0.889514384797691,0.00600702564508232,"./rand_400_2yr_nDH24_varE1_Ne60_Sd_GP.csv","rand_400_2yr_nDH24_varE1_Ne60_Sd_GP","rand",400,"2yr",5,"nDH24","Ne60","varE1"
"55",0.891098777093626,0.00571935399630133,"./rand_400_2yr_nDH24_varE1_Ne60_Sd_GP.csv","rand_400_2yr_nDH24_varE1_Ne60_Sd_GP","rand",400,"2yr",6,"nDH24","Ne60","varE1"
"56",0.862918435973855,0.00582491559496023,"./rand_400_2yr_nDH24_varE1_Ne60_Sd_GP.csv","rand_400_2yr_nDH24_varE1_Ne60_Sd_GP","rand",400,"2yr",7,"nDH24","Ne60","varE1"
"57",0.927284077196321,0.00316200004094081,"./pheno_1000_1yr_nDH24_varE1_Ne600_Sd_GP.csv","pheno_1000_1yr_nDH24_varE1_Ne600_Sd_GP","pheno",1000,"1yr",1,"nDH24","Ne600","varE1"
"58",0.919832524137484,0.00278886820496914,"./pheno_1000_1yr_nDH24_varE1_Ne600_Sd_GP.csv","pheno_1000_1yr_nDH24_varE1_Ne600_Sd_GP","pheno",1000,"1yr",2,"nDH24","Ne600","varE1"
"59",0.891338903501819,0.00344119541577085,"./pheno_1000_1yr_nDH24_varE1_Ne600_Sd_GP.csv","pheno_1000_1yr_nDH24_varE1_Ne600_Sd_GP","pheno",1000,"1yr",3,"nDH24","Ne600","varE1"
"60",0.864769850473555,0.0040945931946143,"./pheno_1000_1yr_nDH24_varE1_Ne600_Sd_GP.csv","pheno_1000_1yr_nDH24_varE1_Ne600_Sd_GP","pheno",1000,"1yr",4,"nDH24","Ne600","varE1"
"61",0.855219748262853,0.00414407412637311,"./pheno_1000_1yr_nDH24_varE1_Ne600_Sd_GP.csv","pheno_1000_1yr_nDH24_varE1_Ne600_Sd_GP","pheno",1000,"1yr",5,"nDH24","Ne600","varE1"
"62",0.836662187958971,0.00411963270755251,"./pheno_1000_1yr_nDH24_varE1_Ne600_Sd_GP.csv","pheno_1000_1yr_nDH24_varE1_Ne600_Sd_GP","pheno",1000,"1yr",6,"nDH24","Ne600","varE1"
"63",0.812641870320162,0.00473527801139199,"./pheno_1000_1yr_nDH24_varE1_Ne600_Sd_GP.csv","pheno_1000_1yr_nDH24_varE1_Ne600_Sd_GP","pheno",1000,"1yr",7,"nDH24","Ne600","varE1"
"64",0.923179483854674,0.00362033460452795,"./pheno_1000_2yr_nDH24_varE1_Ne600_Sd_GP.csv","pheno_1000_2yr_nDH24_varE1_Ne600_Sd_GP","pheno",1000,"2yr",1,"nDH24","Ne600","varE1"
"65",0.927078700948376,0.00329756151993167,"./pheno_1000_2yr_nDH24_varE1_Ne600_Sd_GP.csv","pheno_1000_2yr_nDH24_varE1_Ne600_Sd_GP","pheno",1000,"2yr",2,"nDH24","Ne600","varE1"
"66",0.889603985276813,0.00351691263464381,"./pheno_1000_2yr_nDH24_varE1_Ne600_Sd_GP.csv","pheno_1000_2yr_nDH24_varE1_Ne600_Sd_GP","pheno",1000,"2yr",3,"nDH24","Ne600","varE1"
"67",0.887599037254457,0.00363458246549517,"./pheno_1000_2yr_nDH24_varE1_Ne600_Sd_GP.csv","pheno_1000_2yr_nDH24_varE1_Ne600_Sd_GP","pheno",1000,"2yr",4,"nDH24","Ne600","varE1"
"68",0.864211732174225,0.00430844202777607,"./pheno_1000_2yr_nDH24_varE1_Ne600_Sd_GP.csv","pheno_1000_2yr_nDH24_varE1_Ne600_Sd_GP","pheno",1000,"2yr",5,"nDH24","Ne600","varE1"
"69",0.857557121348714,0.00389163961803062,"./pheno_1000_2yr_nDH24_varE1_Ne600_Sd_GP.csv","pheno_1000_2yr_nDH24_varE1_Ne600_Sd_GP","pheno",1000,"2yr",6,"nDH24","Ne600","varE1"
"70",0.847251119668995,0.00398331068219607,"./pheno_1000_2yr_nDH24_varE1_Ne600_Sd_GP.csv","pheno_1000_2yr_nDH24_varE1_Ne600_Sd_GP","pheno",1000,"2yr",7,"nDH24","Ne600","varE1"
"71",0.928000986044006,0.00520837043647014,"./pheno_400_1yr_nDH24_varE1_Ne600_Sd_GP.csv","pheno_400_1yr_nDH24_varE1_Ne600_Sd_GP","pheno",400,"1yr",1,"nDH24","Ne600","varE1"
